,waktu,username,tweet
447,2022-06-13 11:54:27,xlovesz,ptm te amo taehyung
448,2022-06-13 11:52:34,yoongichikito,PTM BTS LATAM TOUR
449,2022-06-13 11:52:31,jmnseokjin,TAEHYUNGGG PTM
450,2022-06-13 11:49:59,jungkooktastic,taehyung ptm JSKSKSKDKDJ
451,2022-06-13 11:47:43,azizafg,@ProfMIsmail ye govt 1 vote pe kari he agar dawar pdm ke govt se nikal jaye to ye govt khatam ho sakti he pir es go… https://t.co/nR5VPfZckN
452,2022-06-13 11:29:24,_ha_rum_,"@schfess Awal masuk pada manggil nama depan, tapi pas udah PTM pada manggil nama kaya SMP, karena banyak yang kenal… https://t.co/UPhGclkYgw"
453,2022-06-13 11:16:22,nirikiva,PTM JUNGWON ??£_£} https://t.co/rsrpZrFZHD
454,2022-06-13 11:15:54,hemoglo0bin,HAHAHAHAH BAMVANG KETAUAN PTM 😋
455,2022-06-13 11:03:12,Ranjhaaa87,PTM walu ko us din se darna chahiye jab unkay grebaaan mea pashtoono k hath hngy. https://t.co/Cvl5A1lLW1
456,2022-06-13 10:34:39,candyyyy_sss,"@jjaemmybf brrti masih dapet kadang yah, kalo ptm dapet brapa biasnaya?"
457,2022-06-13 10:34:33,folkloretannies,pTM Q GUAPO SE VE TAEHYUNG
458,2022-06-13 10:30:02,candyyyy_sss,"@thiskayyliee samaa sih dahal kalo ditabung bisa doaet banyak, biasanya kalo ptm uang jajannya brapa?"
459,2022-06-13 10:29:06,candyyyy_sss,"@pevchs_ samaaa😔, tp biasanya dapet brapa kalo ptm?"
460,2022-06-13 10:17:27,zonamahasiswaid,Kasus pandemi Covid-19 di Indonesia kembali mengalami kenaikan. Hal ini pun membuat sejumlah mahasiswa resah dengan… https://t.co/jsOTbpFwuu
461,2022-06-13 10:12:46,murianewscom,"Rampung, Hasil Audisi PTM Sukun Diumumkan Akhir Juni

Selengkapnya klik tautan berikut ini.
#InfoOlahraga #Audisi… https://t.co/GxVoxURagj"
462,2022-06-13 10:04:07,Ilyasmehsud_55,@ProfMIsmail PTM Wale jel se nahi darte or na hi Mut se darte he ...compromise or Bot chatna ap logo ki pesha he ..… https://t.co/gSE8I7PPHt
463,2022-06-13 09:17:16,stoopefie,@nikepermata_ Sudaaaah. PTM Full. Udah 2x lihat latihan PSM.
464,2022-06-13 09:12:20,geezhl,"awal pas ptm juga gini, tapi kalau sama2 diem ya gak bisa berbaur nanti, lebih baik salah satunya maju buat bercand… https://t.co/RVtkzKQeoj"
465,2022-06-13 08:30:17,crrregina,@joelarguellesc JAGSGJAKAHAFAHAJAJA PTM
466,2022-06-13 08:27:38,aydaaris,woooohooo done with ptm
467,2022-06-13 08:17:54,hikaoru13,@nrnsyfqh Ptm ke sis
468,2022-06-13 08:06:07,fresht34,@dkspjs_ yay aja 🤩 btw full 100% yg ptm?
469,2022-06-13 07:57:15,sweptii,"santuyyy, kaga ptm
but ada kuliah pakar lewat zoom si https://t.co/lw95CxwPVu"
470,2022-06-13 07:44:56,beritacovid,#Ancaman Penyakit Tidak Menular (PTM) akibat Pandemi Covid-19 - https://t.co/WzNLt2udns - https://t.co/WzNLt2udns… https://t.co/5Z3JCxmK31
471,2022-06-13 07:42:19,userlazybgt,Rasanya pusing bgt lihat kampus udah full ptm 100% Rame pol.
472,2022-06-13 07:30:02,convomf,💙 gais doain semoga besok sender gak ptm 😔
473,2022-06-13 07:28:22,murianewscom,"PTM 100 Persen Belum Diberlakukan di Pati 

Selengkapnya klik tautan berikut ini.
#pati #PTMSekolah #PTM #Sekolah 

https://t.co/eJDajxz9w0"
474,2022-06-13 07:11:09,yusselyarce,Ptm yussel pendeja
475,2022-06-13 07:09:21,caro0live,PTM RIKU- https://t.co/nIXcgOEWJu
476,2022-06-13 06:54:08,intaikasus,"INI BENTUK KEPEDULIAN TNI KEPADA MASYARAKAT, BABINSA KORAMIL 03/PARONGIL HADIRI GIAT POSWINDU PTM LANSIA… https://t.co/iFhJwTKyjP"
477,2022-06-13 06:25:41,horandust,@berkamufalse @schfess iyh sekalinya full ptm smster kmren malah tida tetanggaan🥲
478,2022-06-13 06:14:53,theswan3f7,Keingt watu ptm
479,2022-06-13 06:05:50,L0VESUNNEW,aku bru blik ptm
480,2022-06-13 05:58:10,exhalebutterfly,"Cepet banget, perasaan kmrn aku baru galauin alat tulis buat ptm"
481,2022-06-13 05:33:09,Comrade_088,@ZoniiW @ManzoorPashteen @mjdawar @AnwarSulemankh1 Bulkul za kho das yaya 6 mokaml ptm Dy na kat wai
482,2022-06-13 05:31:18,Koramil14SKH,"Batuud Melaksanakan Pendampingan Sample Swab Pembelajaran Tatap Muka TK dan PAUD.

WONOSOBO - Pengambilan Sample Sw… https://t.co/sPRbbjKg0R"
483,2022-06-13 05:31:02,julslvslt,@nereastyless28 NEREA PTM OJDOWBROER
484,2022-06-13 05:27:14,KikillaJ,@L0VEFELIPE hendija ptm 😭
485,2022-06-13 05:25:02,snaksftn,@vendaaa__ Posli ptm
486,2022-06-13 05:23:17,fidiannich,"Dosen gua demen banget ngeghosting anjir. 
Kemaren bilang iya kita PTM seperti biasa, eh udh jam segini ngilang lag… https://t.co/u4RZrR0kQy"
487,2022-06-13 05:11:01,capsynosegal_,"Tha yaaraaa neengaellam😭
Ptm veikuringa🥲"
488,2022-06-13 05:02:30,asheilette,@zirafc KANGEN PTM GAKK SIHHH
489,2022-06-13 05:02:22,abhaider,"@Xadeejournalist @BBhuttoZardari @PPP_Org Slogans against Imran? PTM, Mengal etc in opposition ?"
490,2022-06-13 04:56:36,MattiUl35206042,"@A_Sherani1 Tum log bhi to Amir Liaquat ko insaan nhi samajh rhy. Tumhary nazar my insaan srf PTM waly hi hai
Jab ki mulk k ghaddar PTM hai"
491,2022-06-13 04:47:05,kotajakut,"#SobatJakut, pagi tadi Wali Kota Administrasi Jakarta Utara meninjau langsung kegiatan PTM yang berlangsung di TPA… https://t.co/i971P0Iz3n"
492,2022-06-13 04:28:27,cherrycola1994,hahahah ptm sisoy https://t.co/YQivmhJLS2
493,2022-06-13 04:24:28,IGuspian,"@AniesIndonesia Ptm d pimpin dengan org2 yg berpikir seperti itu. Itu bahasany, bahasa anak SD loh. 😨😩"
494,2022-06-13 04:14:10,azziqfarhan,@syazwanzawawi_ Ptm online ke ?
495,2022-06-13 03:52:11,wtnbexrutoo,@convomf sepupu gw udh dapet crush kakel pas ptm kemarenn n kmrn udh mulai pdkt trs gw kapan jinnkkkk
496,2022-06-13 03:44:57,jeffswatur,"gue dulu pas pjj kga prnh remidi, trus pas ptm napa remidi mulu"
497,2022-06-13 03:40:51,radarmasnetwork,Seluruh Sekolah di Cilacap Laksanakan PTM 100 Persen #Cilacap #PembelajaranTatapMuka https://t.co/qp9exJFpwp
498,2022-06-13 03:40:02,nenineni27,@icanhanimunza mamahani ga nganter anak sekolah? kan udah PTM.
499,2022-06-13 03:29:06,gjsval,Ptm ya. 🤯
500,2022-06-13 03:28:36,idntimes,Perundungan berupa kekerasan saat PTM mulai berjalan https://t.co/NrFJWs5oF7
501,2022-06-13 03:23:02,ValStylest91,PTM AODJWOFJPWJDOEOSPA LLORO https://t.co/sVSqH0F0aB
502,2022-06-13 03:20:11,PalembangKpu,"Senin, 13 Juni 2022

#TemanPemilih, dalam menghadapi tahapan Pemilu dan pemilihan Serentak tahun 2024, KPU Kota Pal… https://t.co/XPPgAD9U2F"
503,2022-06-13 03:04:49,_Cobiaa,@willieghefner huh?????????????????? you ptm
504,2022-06-13 02:49:42,luv9tae,hubo live taegyu y no lo vi ptm
505,2022-06-13 02:47:16,helloweyn,"males dah ptm, tapi kalo gak ptm gue gak paham"
506,2022-06-13 02:43:30,cherrievenus,ptm jabxjsbdb https://t.co/A2BnwhXiqB
507,2022-06-13 02:26:09,tmialamien,"Atlet PTM HORAS TMI Al-Amien Prenduan, Juara Turnamen Tenis Meja Tingkat Kabupaten https://t.co/bjpGXC1Rl4"
508,2022-06-13 02:23:53,bbahyih,besok kayanya ptm 😭😭😭😴
509,2022-06-13 02:19:43,fzlinazln,"Alhamdulillah. Ujian JPA, SISPPA n PTM semua lulus 🤲🏻 berbaloi penat stres pastu rushing pergi balik jb-kluang seba… https://t.co/dltVVJU8w1"
510,2022-06-13 02:10:54,kajenoitb,"@convomf pentingnya cek notif grup kalo baru bangun tidur ya gitu, sabar ya nder.. jadi inget guruku baru ngasih pe… https://t.co/MrUn4ND4G9"
511,2022-06-13 02:01:19,fariehanibrahim,"Alhamdulillah settle 1 bab. 
Tggl exam ISAC dgn kursus ptm, then blh tggu surat pencen 🤪 https://t.co/Np05G8OPKo"
512,2022-06-13 01:51:41,StepFranco2,DILOO LOLITAA PTM  #LaAcademia
513,2022-06-13 01:48:46,akumahanon,"@tanyakanrl Kalo jadwal ptm nya belum stabil mending jgn dulu soalnya kan masih bisa istirahat berhari2 wkwkwk, tap… https://t.co/07G1j8qTZM"
514,2022-06-13 01:30:58,P2ba2,"@mifasolremi @convomfs Kalo di sekolahku boleh sih, tapi pas pelajaran g boleh dpake, klo nekat ya disita
Pas awal""… https://t.co/WiMqpE8hCp"
515,2022-06-13 01:28:40,jonathanhugo_20,akhirnya daily ptm tamat.. https://t.co/ldCuunuFKf
516,2022-06-13 01:19:43,irishrainbow_12,@sunnylemuni JAJDKHDA PTM
517,2022-06-13 01:17:58,aliadua4u,@MaleehaHashmey YAHUDO NASARA HINDUIS k chaily Hy ye SAB K SAB ek number k GHADAR e watan Pmln PPP anp ptm pdm mqm… https://t.co/olkokHIL7z
518,2022-06-13 01:10:51,pertamina,"Sobat, kita bisa menjawab tantangan 2021 dgn berbagai pencapaian!
Betul, menjadi pencapaian kita bersama karena kam… https://t.co/Vfj0Hw8UsU"
519,2022-06-13 01:07:11,H00NJM,@koolumpiopio casi lo hago ptm KANDKWK
520,2022-06-13 01:01:19,redfleg,enaknya pake apa yaa buat PTM besok
521,2022-06-13 01:00:25,irishrainbow_12,@innietqm2001 JAHDKAHSJA PTM
522,2022-06-13 00:59:32,pcmminggir,Bagi teman-teman kader/Ortom/lembaga/PTM/PTA/bagian @muhammadiyah @PPAisyiyah @pp_pemudamuh @ppnasyiah @PPIPM… https://t.co/eXkDyEUaYx
523,2022-06-13 00:12:58,chenjaecart,akhirnya aku masuk ptm 😔✋🏻
524,2022-06-13 00:08:51,trcasoore,yg ptm cm 4 matkul^^ https://t.co/tKtHqlAY8T
525,2022-06-13 00:08:41,tataaattt,ptm day 1. mari kita liat sepenuh apa kampus ini
526,2022-06-13 00:02:56,wiwidwadmira,@april_hamsa Wuaaaa... Senasiiib... Ultah 2 tahun lalu dikado tantenya sepatu ukuran 34. Lha kok wayahe PTM size se… https://t.co/pcfiFqdu3I
527,2022-06-12 23:45:39,Marcepau3,KIM SEUNGMIN ME TIENE REZANDOLE PTM SJDNCJSDNJDS
528,2022-06-12 23:25:07,andrea_reyes98,@Daniel_MJ25 Pa ni Ptm inge
529,2022-06-12 23:20:47,nickvvq,REVIVAN A SAEBYEOK PTM😭😭😭😭😭😭😭 https://t.co/Ieh4W0QXVK
530,2022-06-12 22:53:14,yosoykikanieton,@octonautadebut JAJWJAJAJWJAAJA PTM
531,2022-06-12 22:41:40,ThahirDarmawati,"@rohmatul_latif @MprAldo Yg kasihan tu guru, klu 50 % ,  50 %, hrs mengajar ptm plus daring"
532,2022-06-12 22:38:42,Urmomsuckmydic1,"PTM, TAN LINDA Y TAN MIA AAA &lt;33."
533,2022-06-12 22:32:24,Diana_val4,@pledis_17 SU PTM MINGHAO😭
534,2022-06-12 21:13:49,pendownemotions,@ARSLANology Ni PTM pe btati hun apko 🌚
535,2022-06-12 20:58:06,Yarmohm76674671,@Noorullah_PTM Mashhallah ♥️♥️
536,2022-06-12 20:39:02,AvalonKataclism,@Ziilverk Ptm Hahah
537,2022-06-12 19:58:53,ESahresh,"@MeFixerr Lakin hum na lunday k Liberals or enemies mouth pieces k choren khareed k bechna b shuru kr dia ha ...
PT… https://t.co/vrlyfVHMEd"
538,2022-06-12 19:36:08,Valerodrigueza0,Ptm ya me spoilee
539,2022-06-12 19:28:54,hyunlixlin,SOY DELULU PTM https://t.co/6S7tIYRvLM
540,2022-06-12 19:05:26,Ranjhaaa87,@zeb_mehsud @NiazWazir9 Sb se zaida choona ptm ny lagya
541,2022-06-12 18:53:28,Talha175172413,"@meddytweets Fifth generation war k lie ham PTM, Lar o bar Afghanistan, Jui, Muhajir qoumiat, sindhou desh, balouch… https://t.co/i1fPaTagDG"
542,2022-06-12 18:37:20,Saadi654,"@khalidminhas9 @News_s99 Nhi g... Jesi TLP pe ki thi,, aur PTM pe krtay hain."
543,2022-06-12 18:11:22,PunkStrawberryy,HAAAAAAAAAAAAAAAA I GOT IT PTM 💖😭💖💞💖😭😭😭😭 https://t.co/U9tndnKXKv
544,2022-06-12 18:09:37,jeocalypse,@skzatwd @blvlysgm WEEEEY AJHAJAHAJAHAJA PTM
545,2022-06-12 17:56:19,donchaehw,PTM YOO KIHYUNNNNN https://t.co/zJbcxR7q4E
546,2022-06-12 17:13:48,Gauher_e_Yagana,@doncorl3on3_ Jhoot Sur bakwas. Ye PTM ki zoban mn bhonkna band karo.
547,2022-06-12 16:57:04,AX0URMYLIFETIME,@MICHIL0VE JAHSGAHA PTM
548,2022-06-12 15:43:45,najwanjani,"@xxkenmx Tahun kemarin masih sesi sesian, ga seru gitu, belajarnya juga setengah², nah pas awal 2022 kan mulai ptm… https://t.co/idsFFzPzVm"
549,2022-06-12 15:38:01,IqrarKh86702304,@Mumairshahid2 Apni syasi mafad k leya ya trend chala rehy ho kutooo jab pTM Ye Sab baaty ker rehi the tab to app l… https://t.co/EDuzYKbnKo
550,2022-06-12 15:22:25,YoyokwahyudiYo1,Selamat untuk kawan² semangat dan berjaya terus PTM Anugerah https://t.co/d85IZ7NPwn
551,2022-06-12 15:11:40,Yeontanswife,JUNGKOOK** PTM ME EMOCIONE
552,2022-06-12 15:06:41,anlzhopee,"Meratapi kelas ro yg satu kelas cewenya cuma aku. Gmeet aja dipanggil terus apalagi ptm, kudu siap lahir batin sih😭😭"
553,2022-06-12 15:04:57,KamranK16908251,@ImranRiazKhan Ap ptm k pichy hi pary ho Jo zulam zayati ptm k sat howa ha agar in k muqabla ma ap k sat seraf 5 pe… https://t.co/D5zmGE41NE
554,2022-06-12 15:04:56,nadjinax_,PTM JUNGKOOK
555,2022-06-12 15:04:32,kthvvjkk,"jungkook, ptm"
556,2022-06-12 14:59:55,yoongiplatanito,PTM YA
557,2022-06-12 14:40:32,bigwinlahmakji,"beruntung bgt sdh ptm 100%
seneng punya temen baru."
558,2022-06-12 14:31:00,ln_x_ln,@kiaritaperrita @dxmpx17 @pimpolloooo @loveumalcom @ag_luuu @candela_mariano JANDKNALDNW KIARA PTM JAJSHAISNAKS
559,2022-06-12 14:26:15,ourtannies__,Mau tau sesuatu? Kita itu sekelas. Tau pasti kan siapa army dikelas kita. Mungkin ada lagi. Tapi yang pernah ngerja… https://t.co/rvz4uSu03E
560,2022-06-12 14:23:17,haruunaja,besok dah ptm jadi harus bangun pagi
561,2022-06-12 14:15:19,ShahabKhan_1,"@Zerodarknerdy1 @FMCJ1947 Pakistan ko galiya or PTM or BLA ky protests ma shamil hoty ha, Yeh Afgahni..!!"
562,2022-06-12 14:03:07,aiyoorim_,@Minwi20 @nosequeponersjs PTM YAA HASTA 😭
563,2022-06-12 13:50:16,mhaymochii,DAN ALHAMDULILLAH JUGAAA CA NGGA ADA UAS PTM 🙏🏻🙏🏻🙏🏻🙌🏻🙌🏻🙌🏻🙌🏻
564,2022-06-12 13:41:33,Diingdong7,@schfess Ya dah abis itu karna gua agak deket sama temen sebangun pas ptm gua jadi ya temenan alhasil sekarang ber… https://t.co/BU40JFq5q5
565,2022-06-12 13:25:08,kisahujcn,@onyoure_rik ptm hehe
566,2022-06-12 13:23:59,onyoure_rik,moots besok kalian pjj/ptm?
567,2022-06-12 13:22:21,puspom_tni_ad,"Tradisi penerimaan Personel Baru Pomdam XVI/Ptm

#TNIADMengabdiDanMembangunBersamaRakyat 
#puspomad… https://t.co/naqJ9mwK7E"
568,2022-06-12 13:11:08,kayyyy_yy,@aida_artika Engga tapi sekokah aku masih 50% murid yang ptm
569,2022-06-12 13:10:56,KhrH08,Besok bdr besok nya ptm bdr lagi ptm lagi... Pusing ya.. https://t.co/OF6tmQsUff
570,2022-06-12 12:40:50,WaqarAf87422693,@asmakhapalwak Beautiful ❤️.               ♥️ PTM
571,2022-06-12 12:23:40,NiazWasef,"Nawaz sharif, maryam,showbaz Zardari,diesel,achkzai mqm,ptm,kissi dour mein yeh aik dusray ko chor or ghaddar kehta… https://t.co/h4yCSZ1hj2"
572,2022-06-12 12:09:02,ASAMEONG,"@LUVINGKDY Sedih gk ada pemasukan duit, AYOOO PTM"
573,2022-06-12 12:00:06,convomfs,"💭 kangen awal"" ptm pas masih pake sesi gsih ? :(("
574,2022-06-12 11:25:06,kamalsi62071561,Ptm  block ho gaya 9716894956
575,2022-06-12 11:22:00,renato_ptm,@idextratime Emyu ga minat Lord Maryono? Tebus £100 juta bonus Asensio deh
576,2022-06-12 11:06:15,L0VEFELIPE,PTM PERO NO ME PONGAN GROW UP
577,2022-06-12 11:00:48,baeknna,"@schfess Aku mpls online nder, gapunya temen wkwk. Punyanya pas waktu udah pembagian kelas trs ptm 50% itu"
578,2022-06-12 10:54:01,aiyoorim_,@Minwi20 @nosequeponersjs *MINWI PTM ESTOY HARTO
579,2022-06-12 10:47:30,dragoneyeskhan,@Jooookeeeerrrr PTM ko me ab b support krta hu or PTI ko b support krta hu PTI ko isliya support kr reha hu k shyd… https://t.co/DAlhFjSYtn
580,2022-06-12 10:43:32,hyunjinilla,PTM CHANGBIN 🛐🛐🛐🛐
581,2022-06-12 10:27:45,_nisAnis_,@perupadata gimana ya nanti juli? akan kan ttp ptm 100%?
582,2022-06-12 10:25:11,sangyeonfh,tlg berikan hambamu semangat pemuda pejuang untuk ptm
583,2022-06-12 09:28:49,iF4IRYBOKiE,HYUNJIN PTM
584,2022-06-12 09:26:45,sweptii,smoga 2 minggu kedepan ngga ptm dlu deh
585,2022-06-12 09:23:49,alanpaul_ab,Ptm con TikTok
586,2022-06-12 09:07:04,udinus_smg,Pertanyaan lebih lanjut seputar PTM silakan hubungi narahubung TU Fakultas kamu (dapat dilihat di link bio IG @udinus_smg)
587,2022-06-12 09:07:03,udinus_smg,"Hai Dinusian, udah siap kuliah offline kaaan🤩
PTM Udinus akan mulai dilaksanakan besok Senin, kebijakan PTM disesua… https://t.co/ih2bLAgxID"
588,2022-06-12 09:06:40,minhopougamer,PTM CHANGBINNN
589,2022-06-12 08:56:44,iF4IRYBOKiE,SEUNGMIN PTM
590,2022-06-12 08:40:02,minhocoffeee,PTM HAN JISUNG
591,2022-06-12 08:39:11,minhocoffeee,PTM HAN
592,2022-06-12 08:26:30,hyuminchan,SUMIMASEN PTM HYUNJIN
593,2022-06-12 07:28:23,Usman_Bau,@umarsaif Wow PTI in the list of PTM and TLP
594,2022-06-12 07:15:37,Vikysoomro,@ImranRiazKhan ji sahi kha apny pr' ptm/baloch aur jo  dury gadar dclr hwe  hain aj zndgi main pehli br ehsas huwa… https://t.co/ssv3vhxpQH
595,2022-06-12 06:54:17,demikeswa,"Dahlah, fokus ama diri sndiri aja dah.
Kl gua mah skrg lg struggle filter yg thoyyib2 ke badan, maklum udah mau 31,… https://t.co/1EaKfT707U"
596,2022-06-12 06:47:17,Kashmiria5,"@ImranRiazKhan @MehreenMumtaz4 Imran bhai gali army ki paidawar un k kahne pr hi dete the.
PTM PDM ya TLP  kis k ka… https://t.co/mHd0OQIApI"
597,2022-06-12 06:47:12,toobasic4_u,Sakn pisto ptm
598,2022-06-12 06:18:04,coyote_veirk,@1Pinkuu no entendi tu estado slkdgkdlgk  la ptm
599,2022-06-12 05:55:15,Aralovesmonstax,@Al3x1A05 Si soyy ptm
600,2022-06-12 05:48:14,marceloverac,@Israel_pt @stem_feed Ptm jajajahahaha
601,2022-06-12 05:45:50,usmanbwp49,@HamidMirPAK Afsos ak walid n league or ptm wale foj p bhonk k b free hen
602,2022-06-12 05:25:35,dulceesttt,@luca_maldonado1 PTM YAAAAAAA
603,2022-06-12 04:35:55,CompareTomato,@crstballdzz ke wen hilo ptm
604,2022-06-12 04:34:07,anadanyaaaa,@miniona777 @capr1c0rn_baby jjsjskakakakaja ptm q rosa
605,2022-06-12 04:28:01,lovelydahyunie,BZKSBDKDND BRENDA SONG PTM PTM PTM https://t.co/CGDo4Z8W7h
606,2022-06-12 04:18:33,_FitoDominguez,Ptm la daily meet https://t.co/mWpW6jh9Jn
607,2022-06-12 03:59:43,_Joaquin_3,PTM YA CAGUE
608,2022-06-12 03:57:58,ZMLTHS_,NO MAMEN YA MEYAN GOL PTM
609,2022-06-12 03:54:19,nlizflxw,ASIIII ASIIII PTM ASIII https://t.co/Eit8kcTeqC
610,2022-06-12 03:48:48,hwangsunnnie,PTM CHRISTOPHER BANG https://t.co/tC1oAxy6Wo
611,2022-06-12 03:13:54,vlogs_nature,@PTIofficial @Jhagra PTM waley jo on k godh main bethey han wohi bta sakty han
612,2022-06-12 02:55:14,titapuspitarini,"Nah ini, jujur takut bgt suamiku ntar umur 30an kena PTM. Kerja minim gerak depan laptop terus, makanan suka yg man… https://t.co/dZSpCjMLW8"
613,2022-06-12 02:48:58,rachrrb,Ptm Belli
614,2022-06-12 02:43:57,K_Hummingirl,// PTM RYAN https://t.co/nORTO0md7H
615,2022-06-12 02:32:10,karyenste,@_amaurigm @evanwhss Ptm Amauri
616,2022-06-12 02:17:12,rocket_salo19,"@scorltan Ptm scotti, jalatela y ya"
617,2022-06-12 02:12:07,menthePetite_,//Kilian* ptm jsjs
618,2022-06-12 02:12:05,iopquienmas,Ptm soy xl
619,2022-06-12 01:57:13,Queteimporta07,Oeee Gohan usando el makankosapo de Piccolo ptm. https://t.co/lDlfwpxToY
620,2022-06-12 01:52:13,rebelxalpha,@redfleg Semangat!! PTM seru kokkk
621,2022-06-12 01:48:25,redfleg,lusa PTM anjrottt takut banget
622,2022-06-12 01:33:33,Taehyungvloco,@kookiexjikk @Chaeyoungomitas @i95pjmloves @iIL0VESMONIE @thxjnfairy @nightdream_dd AYUDAAA PTM JEKSJFNSNDBW
623,2022-06-12 01:15:40,BachtiarSibaran,BOM ATOM diciptakan ptm kali oleh Julius Robert Oppenheimer 1904–1967 AS lulusan Harvard University.Dia jg Direktur… https://t.co/gxon6HtReR
624,2022-06-12 01:06:33,woodbbear,@alexddjwjkw JJAAKHFHXKAJDJS PTM OE 😭😭
625,2022-06-12 00:40:46,owcite,@Yoonsoofi oe si ptm
626,2022-06-12 00:33:39,mike_ptm,Dondragoku time !!!!!
627,2022-06-12 00:33:36,grerodriguezz_,ptm derek salllllll
628,2022-06-12 00:21:39,mr__kahlon,"@ImranRiazKhan We will question but won't bullshit them like pmln, PPP, fazlu, ptm, anp, mqm, tlp, AMs...."
629,2022-06-12 00:16:59,lynjkok,"JUNGKOOK VOLVIO A PALMEAR EL CULO DE JIMIN, TRIUNFAMOS JIKUKAS LA PTM SBSJKSSM"
630,2022-06-11 23:56:00,Teffy_mar1huana,@Aikia_blossom @CocoaGrr su ptm aikia
631,2022-06-11 23:21:59,Gerardojaimes33,@edelamadrid Ga tu ptm hdtptm
632,2022-06-11 23:02:13,jkbabysta_candy,yr Meri kl ptm h💀💀
633,2022-06-11 23:00:56,pycherubi,PTM J1BEIFN1OF https://t.co/QnoPUPVG4Y
634,2022-06-11 22:49:38,Queslyhiselle,Ptm ya weee https://t.co/63ZC2zntLm
635,2022-06-11 22:42:35,_NoMeArrobes,Ya me vi spoilers de tokyo revengers ptm 🙃 https://t.co/GgEyDNZQOQ
636,2022-06-11 22:32:57,NimaiMar,"@kemi_lmao Kemi*
PTM"
637,2022-06-11 21:54:21,jmlvmz,PTM SE PUSO RUN BTS
638,2022-06-11 20:14:12,k_kristalita,@fabrichan @sophiaspliff PTM YA ME IMAGINE AJSKANSNAKNS
639,2022-06-11 19:36:01,Florbelen_21,@BsUndefined Ptm sjjshdjahsja
640,2022-06-11 19:28:30,Salmancly,"@Sajidft9 Malgeri ho shikil dakht, sakht badneshan mosh hys.. hanse tanty party sawzetayi la PTM o d kafi estimal a… https://t.co/t5LxYKEX62"
641,2022-06-11 18:27:35,theyluvels,"@schfess pas PTM pokoknya trs punya satu temen kelas yg suka “menggerakkan” jd kita bisa akrabbb, plus poin jg krn… https://t.co/wZSAUMn35Q"
642,2022-06-11 17:45:50,wxteayz,Lpm les odio NO ME HAGAN SPOILER PTM JEÑSMWMDISKWKS ME MATOOOOO
643,2022-06-11 17:43:17,kblfalcon,Sterling de capitan... PTM. https://t.co/4V9pSAous5
644,2022-06-11 17:25:18,HNaeemkhan,@AbdulKhalidBan3 @Noorullah_PTM Bilkul sahhi wai
645,2022-06-11 16:51:19,NoorUrAmin1,"Ptm,nawaz shobaZ, Zrdari aur fazlu mukhlis aur aik buzurg orat dallshhat grd, Aisi hukumat,adliya aur imported gv k… https://t.co/87wXoXR2hw"
646,2022-06-11 15:59:42,shxrenn,@marssstfu IYA ANJR GA SERU PADAHAL KAN KITA PTM 2 MINGGU BISA NO BACKPACK DAY👊👊👊👊
647,2022-06-11 15:57:51,naouuci,"Tp pas awal² ptm kaga cuekkkkk asik bgt malah, knp sekarang cuek 😞☹️💔💔💔🥀💨"
648,2022-06-11 15:53:45,hibernalunam,@karlaisback Que hermoso ptm jaksjaksjaksjaksj
649,2022-06-11 15:16:38,thsvior,/ KSKSOALALSWOSKSOSOSKDKSOSOAMSZ PTM. https://t.co/BNSn6DIECo
650,2022-06-11 15:02:57,pjjae_ly,"@convomfs jjr nder, ak prnh deket sm tmn cwo ak, kita skls, tapi ya deketnya tu cuma bahas² tugas gitu, gada apa².… https://t.co/6kN8HxY23D"
651,2022-06-11 14:42:38,jaehyfanjung,apakh dengan ini ak harus lebih milih ptm di perpanjang daripada liburan 😮‍💨
652,2022-06-11 14:30:15,aimenali2002,@IR_QadirPak Yeh jo dahashtgardi hai ...is k peachy wardi hai ...PTM .. ka mashoor qol ... ..do u agree with it????
653,2022-06-11 14:00:15,villavv07,Asnajajanasjasjajajaka ptm
654,2022-06-11 12:34:07,klikwarta_com,"Peduli Pendidikan, Babinsa Pos Koramil Pangkur, Pantau PTM di Wilayah Binaannya https://t.co/G3Yb2D0FRe"
655,2022-06-11 12:32:28,featdyno,"@fhjsrnl GATAUUUU IH, padahal ujian smuanya udh beres tapi katanya masi ptm sedih bet padahal pgn libur :( ini kamu udh libur kah?"
656,2022-06-11 12:31:29,fhjsrnl,@featdyno HAH KOK MASI PTM
657,2022-06-11 12:29:31,featdyno,"UJIAN UDAH SELESAI SENIN NGAPAIN HARUS PTM SIHHH, mending libur terus masuk masuk classmeeting"
658,2022-06-11 11:28:11,nevergiveup7890,@henyper @serbetwarte99 Anakku malah belum pernah PTM 😀😀.. karena sekolahnya pun ngasih 2 pilihan bebas mau PTM apa… https://t.co/NDuEPg7DKP
659,2022-06-11 11:12:34,arnaeem66,@MaryamNawal3 Ptm sy oehlay krdo
660,2022-06-11 10:37:22,tercakev,@convomf gua pengen ptm juga bisa nyesek banget sama orang yang tidak ramah lingkungan
661,2022-06-11 10:19:33,iLovTuru,BUKAN GA SIAP TP KEK BLM SIAP GT HUHUHUHUWWW BARU BNTR PTM 100 PERSEN PLS
662,2022-06-11 10:11:54,UdaShafiq,@DSetyopribadi Tengok jalur masa. Yang dibicarakan tu pemersatuan tiga bangsa utama di Persekutuan Tanah Melayu (PT… https://t.co/mxNIekhCmB
