,waktu,username,tweet
203,2022-06-14 14:05:46,viral_sumsel,Sekda Tinjau Unit Kerja Kantor Imigrasi Kelas I Palembang di PTM Prabumulih via @@viral_sumsel https://t.co/dueKPah0Da
204,2022-06-14 14:05:35,editriono1000,Sekda Tinjau Unit Kerja Kantor Imigrasi Kelas I Palembang di PTM Prabumulih via @@viral_sumsel https://t.co/5jbtOjMTPG
205,2022-06-14 14:00:47,vvouzme,@S2sjeno gatau sekolah gue udah ptm 100% paling akhir libur paling duluan
206,2022-06-14 13:38:57,NoorPashteen8,@America_Colony @wazir1100 @HamidMirPAK @saeedanwar6 @a_siab @ayazakbar786 @Molana_Sherani @SammiBaluch… https://t.co/KsIWkBlH2l
207,2022-06-14 13:30:04,akunterhapus_12,@7btsupdates Gw udah nunggu run bts loh pdhal eh malah mereka Tambah hiatus mna liburan panjang ini mau ngefangurl… https://t.co/ZbGpYk06Jf
208,2022-06-14 13:15:36,kompascom,Kemendikbud ristek memastikan pembelajaran tatap muka (PTM) masih akan berjalan seperti biasa. https://t.co/OIa3T7OtZV
209,2022-06-14 13:15:01,rousebear,"gw dulu gak kek gini deh perasaan 
tadi habis ptm kan padahal gak ngomong cuman duduk trus ngumpulin  tugas 
tapi c… https://t.co/IDVNUDg27f"
210,2022-06-14 13:02:29,koosloov,WJDKKSJEWJE JUNGKOOK TE AMO PTM
211,2022-06-14 12:46:57,neusblackk,PTM AYUSAAA https://t.co/DhiJGuHomi
212,2022-06-14 12:45:16,MattiUl35206042,@PashtunTM_Offic PTM asal my TTP ka hi aik hissa hai. Tum log kabhi bhi Pakistan my aman qaim nahe hony do gy. Aor… https://t.co/rFnl8WFIrN
213,2022-06-14 12:38:00,cutiejjeongie,"Aku dah 2x begini, terus karcis dah 3x hilang selama 3 bulan sekolah ptm https://t.co/ogjY4KBUbF"
214,2022-06-14 12:11:29,supermajuu,@FalboIM @bizarrap @crocraxker33 PTM DUKI AAA
215,2022-06-14 12:09:28,ImranTamo,@ac_kohati Chalo PTM khalas ;p ;p Or NDM ke bhe khair nahi
216,2022-06-14 12:06:07,aIfiesoIomonsjr,"@andinipramesthi Hooo okay, moga ketemu di ptm ya mb hehe"
217,2022-06-14 12:05:59,HimeptaFEB,"[INFO AKADEMIK] 

Halo Sobat Ekbang 🙋🏻‍♀️ 

Surat edaran baru mengenai Perkuliahan Tatap Muka (PTM) pada semester g… https://t.co/yvO7TTQ1mU"
218,2022-06-14 11:59:57,AlabowdajPaulo,PTM : Mardi 14 Juin 2022 https://t.co/UJVleYB94I
219,2022-06-14 11:58:52,nothingwhattodo,"@schfess ECC aja soalnya lumayan bisa ngebantu 
Aku jg sempet ikut ECC 1 semester pas masih ptm terbatas"
220,2022-06-14 11:48:16,lampungpost_,"Bupati Pesawaran Dendi Ramadhona, meminta seluruh kepala sekolah dari tingkat Pendidikan Anak Usia Dini (Paud) samp… https://t.co/EJV7IArIQg"
221,2022-06-14 11:35:52,lajmjk,Klo gw sklh full ptm pasti gw udh kaya sih ini😔🤟
222,2022-06-14 11:27:16,voidotid,"""Agar kita bisa bangkit mengejar ketertinggalan akibat pandemi COVID-19,"" ujar dia. https://t.co/ez1VCWoY55"
223,2022-06-14 11:22:40,zzzjjul,"Nyesel pas daring sama ptm setengah hari, uang jajannya gak di kumpulin😭"
224,2022-06-14 11:19:03,hakimanwar,Nak low profile je pon. Susah sangat ke? Asal semua meragui. Tapi tulah kena macam2 kat PTM ni. Hahahaha. Nasib. Nasib.
225,2022-06-14 11:15:11,MAMF_93,@awangdean Itu ler. cuma kau kira ok jugak if nak balik sorang isteri orang kuching. Dia boleh tumpang rumah mak di… https://t.co/mdGjmrMf8W
226,2022-06-14 11:07:24,ayaxihya,kita bisa ketemu lagi gak ya hhe? kangen bngt kak.. lo tuh idaman gue banget dari awal PTM kita selalu ketemu kan?… https://t.co/fZJmi8NS7K
227,2022-06-14 10:59:31,serzlyn,"@schfess sama aja, cuman ya ada aturannya yang boleh parkir di sekolah kelas 11/12 yang udah punya sim.. nah gue pa… https://t.co/4yEeplXcjn"
228,2022-06-14 10:55:12,ivnnasa,"@convomf Kelas 12 si, karna pas kelas 12 ptm dan temenku ada yg nyolong duit infaq jadinya seruu"
229,2022-06-14 10:54:09,kalathinker,"ntah yang mana yang bener, katanya besok ptm 100% tapi ada yang bilang gak masuk lagi 😮‍💨"
230,2022-06-14 10:53:53,NaqeebPashtoo13,@ProfMIsmail Tool umar ye da pakistan zindabad k teer ko oss che ptm rali no ye bardasht kawe nase ... dona umar dy… https://t.co/LkM99bLyrj
231,2022-06-14 10:32:32,dreyshai,"@tanyakanrl Enak bangett semenjak ptm 100%, kalo belajar lebih banyak sambil bercanda smaa temen gak yang serius se… https://t.co/XCFnaL0ALi"
232,2022-06-14 10:05:50,nychtolouloudo_,"Tau aja engga😞
Padahal pengen suka sama kakel
Eh tau2 dah lulus aje
Padahal baruu aja mulai ptm kan https://t.co/vn1abyhtT3"
233,2022-06-14 09:20:38,DostamJ,@QasimAchakzai6 @ManzoorPashteen Za pa de ksm kom che mung sra PTM na bla kha lara nishta. Manzoor ghonde insan de… https://t.co/IMl0kVNQ03
234,2022-06-14 09:16:43,thaqifmdi,@ndrhsbsqlb Eh dah start? Ka ptm skrg?
235,2022-06-14 09:15:52,yuwjichan,@convomf Akhirnya ketemu temen lagi pas PTM https://t.co/WPuqUY7XdK
236,2022-06-14 09:11:58,anttieee_,"@Askrlfess Ini maksudnya dia menghalangi lo untuk kembali ke PTM kampus, krn di yogya dia merasa keberatan? 

Ya kali 🤣. 
Skip aja deh."
237,2022-06-14 08:44:23,gimmecoffeern,"@hopeeine 💀irl awaaz nhi nikalti bhai😭💀baspan se introvert, 2nd class ki ptm mein teacher boli thi mum say ""apki beti baat hi nhi karti"""
238,2022-06-14 08:30:38,urjiinji,"kata gw se-gak ngapa2innya lu di sekolah tetep hrus dateng walaupun cuman ga ngapa-ngapain karena kapan lagi anjir,… https://t.co/Ji9gzm52Q4"
239,2022-06-14 07:48:56,Miguel50902779,@_elhg ptm yeye
240,2022-06-14 07:43:45,quramarzuki,Ingatkan tiba tiba Jun. Eh rupanya tiba tiba August. 🫠😂 apo weh ptm sampai 5 mingguuuu!!!!
241,2022-06-14 07:42:04,heyyyyyoooooou,Dok dengar cerita ptm nak buat bersemuka tahun depan dekat kelantan pulak tu 🧐 guana niii 😶
242,2022-06-14 07:34:34,jawapos,"Ajaran Baru, Pemkab Pati Berlakukan PTM 100 Persen  https://t.co/NLI1glbt5t"
243,2022-06-14 07:34:24,ndutyke,Tak terduga tak disangka… MasB PTM!! https://t.co/473wAyzrPO
244,2022-06-14 07:12:48,FareedKhanKak19,@ProfMIsmail ia wahed ptm he zooi
245,2022-06-14 07:01:23,murianewscom,"Wakili Indonesia, Delapan Atlet PTM Sukun Bertolak ke Bangkok

Selengkapnya klik tautan berikut ini.
#InfoOlahraga… https://t.co/l6s1jUvMah"
246,2022-06-14 06:55:17,ninoqazi,@akkhan81 Ptm awp ndm
247,2022-06-14 06:49:18,hamzakbarki,@Jo_Khxn Da PTM ao da nationalist da di hafizay dere kamzoray di.
248,2022-06-14 06:42:02,kitasemuasama10,@Ritafauzh @jumintenkoplak Ketemu buzzer ptm dong Hahahahah.
249,2022-06-14 06:16:52,liomoue,Tugas pkn yg mn sih ibunya aja ga pernah masuk pas ptm 100%
250,2022-06-14 06:13:24,abhaider,"@MahrangBaloch_ Naam lain Mengal, Bugti , PTM Pipli ka?"
251,2022-06-14 05:59:23,hsultan015,@Sangeen68822411 @ProfMIsmail Ma ba darta wyl ror chi da khalq khpl seyasat ao publicity ki . Mung mkhki hum d manz… https://t.co/XyvQzLHUyz
252,2022-06-14 05:09:29,gwonfire,"HOSEOK PTM!*;#,1;3*2$ https://t.co/8SCtDFxqbl"
253,2022-06-14 05:07:13,apasiyass,"ptm day 110
baru up soalnya tdi telat https://t.co/Krp6KDOzYc"
254,2022-06-14 04:51:13,Saif07559254,"@SabaHyder1 Oh it's for Balochs only ??
2 maah Tak ptm k phatan Bethe rahe kse ne nhi uthaya
Aj pory Baloch qayum P… https://t.co/DHAtIxX9Ct"
255,2022-06-14 04:49:53,officialhamzali,@khybereena Zrah mai yakh sho che PTM wala sra hum dase okey …. Taso tre stargo toor jhor kre wo
256,2022-06-14 04:46:05,lilianyaxmim_,"viciei em tft, ptm kkkkkkk"
257,2022-06-14 04:18:23,mengucur,ptm skrng sampe jam brp ya
258,2022-06-14 04:14:03,mytearsricoch13,Ptm ya
259,2022-06-14 04:00:50,BidikUtama,https://t.co/JHyTZdAVNg – Universitas Sultan Ageng Tirtayasa (Untirta) kembali keluarkan edaran baru mengenai Perku… https://t.co/VWQZRFUgPX
260,2022-06-14 03:59:19,ndrhsbsqlb,@aesyahtaeng Semangat ptm hahah
261,2022-06-14 03:46:41,naomitls,ptm yaaa
262,2022-06-14 03:40:01,FArguello96,Njoooodannn ptm🙄🙄🙄 https://t.co/lmJDNF7Rnh
263,2022-06-14 03:36:59,ssilentcryy,PTM ptkadosvsjsi QUE ESYA SLSHDKSBDHDJDI MINGO NUNCA DIVEN BASA UMPORTATE Y AHORITA TE TIERAS ESOSOSBDJFHN https://t.co/o1F4nBWaJl
264,2022-06-14 03:36:31,spymiel,YUUTA PTM.
265,2022-06-14 03:33:52,sweett_yoongi,HELP PTM PTM JIMIN https://t.co/zcM5lqlUQb
266,2022-06-14 03:33:46,miindho,"@hanjilsi terus gimane, ptm mau ga?"
267,2022-06-14 03:32:22,YoonVlights,JUNGKOOK PTM 😩 https://t.co/lMs9g2OvvT
268,2022-06-14 03:29:59,VaPBangtan13,ASUU PTM https://t.co/jv1zcWqMVA
269,2022-06-14 03:25:04,kookieJeikei,OJALA QUE JIMIN SALGA ASI PTM AKFBAKFVAKSK PTM https://t.co/HuqNE0ws5t
270,2022-06-14 03:23:45,bettodamian,Yaa ptm yaaa!😔
271,2022-06-14 03:22:10,noraimaan,"3) Kalau pelajar tersebut mempunya masalah WIFI misalnya, maklumlah um is one, tapi wifinya tak pernah number one p… https://t.co/Cn8YCNooWR"
272,2022-06-14 03:04:07,matmorantee,JAKSSKDGKSJS PTM
273,2022-06-14 03:02:49,ZainabSwati,@WazeerA62338637 @BabaJaniPTI2 Endian lagte ho.. haina babua!!! 😂 ya PTM ke begairat ho?
274,2022-06-14 02:51:42,NatRoca,Voyonoviyvoybaknflandlskskslsnwkskdkkdksd ptm reencuentro
275,2022-06-14 02:48:42,DavidMex2003,te amo joddy ptm JSUFJQISUDJA
276,2022-06-14 02:46:51,PatoMHMS,PTM KLAY
277,2022-06-14 02:45:08,shani_PTI_100,"@dtnoorkhan Eman mazari ko kuch log isliye defend kr ry hain kiu k jo galia deta (Hamid Mir , PTM etc) wo sb Bajwa… https://t.co/MdiaiYpZAW"
278,2022-06-14 02:37:14,beommhyun,@i4c0ffee PTM PERDON DJAJDJA
279,2022-06-14 02:30:21,neverstory25,"@Itxpeace ptm linda :( , faitin"
280,2022-06-14 02:01:28,Mapaxitouwu,@D_Ahed0 Kajsjakakkwkwkqkwksksjbd ptm Dieguito xddd
281,2022-06-14 01:51:41,itsasadgay,@rabanitogei Oe ptm
282,2022-06-14 01:02:16,hilihembohws,hua degdeg an bgt taun ajaran baru 100% ptm..🫠
283,2022-06-14 00:55:04,milky_miru1108,Kedapetan uji coba ptm akhirnya :')
284,2022-06-14 00:27:41,Maytte_4,@luva_mejias @barbie_context JAJAJSIWISUSWUWUA PTM
285,2022-06-14 00:26:44,LuiisChacon_,Ptm Guatemala 🙃
286,2022-06-14 00:25:44,pkm_bosel,"11. Rekon : mb indah..mb irma 

12. Rapat persiapan bulan ptm di sepindo: tim ptm ( bu nur, mb indri, mb vanisa, mb… https://t.co/UZDo1OzZUl"
287,2022-06-14 00:12:46,fcIcb,PTM XOMO ME GUSRA https://t.co/AeZLSfdwba
288,2022-06-14 00:04:22,sashaperonogrey,@halogeno111 @itswbear Ptm HAJAHAHAHA
289,2022-06-13 23:49:08,ZainUlAbdinReal,@UmairDabeer Jb nawaz sharif ko ptm ko achakzai ko ejazat hai siasat ki to Muhajiro ko q nai hai?? Hmhry sath ye sutelo jaisa sulook q?
290,2022-06-13 23:36:01,atanghyuk,oe ptm nooo https://t.co/nCazazbrM6
291,2022-06-13 23:01:20,wllsxdan,OE SI PTM UKWKWISHSK https://t.co/JZmK0HRtTM
292,2022-06-13 22:38:34,chocomentalover,nqbszuqols no dejan dormir ptm
293,2022-06-13 22:17:57,dinolobe,Oe siiii ptm 😭😭😭😭 https://t.co/Pka0kprqyQ
294,2022-06-13 22:15:02,adriphima,Ptm full yop https://t.co/ZkRtvptXMu
295,2022-06-13 22:13:43,__xja_,ptm YAAAA https://t.co/h3UT9knlZG
296,2022-06-13 22:13:21,Joss_SCh,Ptm hagan stream carajo
297,2022-06-13 22:06:22,blamehrry,SI ERA PTM JAKSDKSKQKKSKDKSNSNNSNA https://t.co/us7iDNYN3b
298,2022-06-13 22:04:54,aishapalos,Ptm deseo la alacena de khloe kardashian
299,2022-06-13 22:00:05,rxchxbxx,@aleseminario6 Ptm y yo con mi polera favorita con Gomito uwu
300,2022-06-13 21:33:06,ihbwourry,@finexmind97 AYUDA AJHSAKDHAKHDJAD NOOO PTM
301,2022-06-13 21:30:20,ottivy,@bluwthv PTM JAJAKAKSKSK NI PARA LLORAR CON TU TWEET
302,2022-06-13 21:24:32,GianeJR,@Le_moiv Tmr siii la mufa ptm
303,2022-06-13 21:24:26,Llu74547133,@lhh_onlymine JAJABSNSBDNDNDNF PTM
304,2022-06-13 21:20:41,CiudadanoCae,Oe ptm 💔 https://t.co/V9lsSy7Ct0
305,2022-06-13 21:18:50,fandemimayi1,@shxwlili Ysi ptm :(
306,2022-06-13 21:17:25,isixraww,ptm wilbur 💔 https://t.co/mf0YmrZ1qe
307,2022-06-13 21:16:52,iugjrl,"@REDJPGarcia ia dar bem melhor, mas aquela thaliyah ptm ein. #GoRED"
308,2022-06-13 21:15:14,Saif07559254,@zehrijournalist @MaryamNSharif @HamidMirPAK @ImaanZHazir @asmashirazi @CMShehbaz @a_siab @Xadeejournalist… https://t.co/XXZz3lSZP4
309,2022-06-13 21:08:02,Ser_DelSol,@IzquierdaPe Keiko ptm 🤦🏽‍♂️
310,2022-06-13 21:06:50,Cisreader,@briixbooks JABZKANDAKSBAKZNAKSJAA PTM POBRECITO
311,2022-06-13 21:04:37,CarlaCarlalu,Ptm lapadula😭😭😭 https://t.co/XlOp43CHRN
312,2022-06-13 21:03:01,ZainabSwati,"@hello_iamsrk @SdqJaan Yeh hamare Afghani Bhai hai PTM wale inhein kahan Hadi milti hai dum hilane lagte hain, always a pleasure"
313,2022-06-13 21:00:26,themsheadphones,OE PTM https://t.co/L9Hfs6VFVo
314,2022-06-13 21:00:23,AlexAngela_,Ptm Peru😞
315,2022-06-13 21:00:22,JJRosales_01,Ptm peru:(
316,2022-06-13 20:59:30,niazmars,Oe ptm no me hallo
317,2022-06-13 20:59:14,jl_rodriguezm,OE ptm https://t.co/gIOPjrPYW3
318,2022-06-13 20:58:32,mrtyasociados,Pta qur bajon ptm
319,2022-06-13 20:57:59,AroEngene,PTM tan cerca
320,2022-06-13 20:57:56,zekxzu,ptm peru :(
321,2022-06-13 20:57:48,kinnxlili,Ptm peru
322,2022-06-13 20:57:08,LuisOrbegosoCh,@SalomDasVargas1 Kuaraaaaaaassssss PTM
323,2022-06-13 20:56:53,botpats,Ptm tan cerca
324,2022-06-13 20:55:59,lisaphantomspe,Ptm advicunla
325,2022-06-13 20:55:36,piatizzii,PTM ME QUEKRO NATAR
326,2022-06-13 20:54:25,shuueresmio,CTM PTM LRCT
327,2022-06-13 20:53:41,kittygabs_,SAN GALLESE PTM TAPALAAAAA
328,2022-06-13 20:51:30,majo_castrov,GAKLESE LA PTM DA
329,2022-06-13 20:51:03,blissmnho,PTM TAPIA
330,2022-06-13 20:50:25,goldenxwonder,PTM YA PS TAPIAAA
331,2022-06-13 20:49:38,agvsmta,PTM UDHEKF
332,2022-06-13 20:49:32,hoonieenha7,PTM KRJO JODER MIERDA FUCK SHIT
333,2022-06-13 20:48:19,LTHSBEL91,PTM FISPWUEIS
334,2022-06-13 20:47:58,Forelsk7,PTM GOOLL
335,2022-06-13 20:45:41,_HAT3Y0U_,GOL PTM GOL GOL
336,2022-06-13 20:45:31,cmfrtbl_nmb,Ahavavwbsbnabbndnan Sbs zbdlsmx dms Ptm
337,2022-06-13 20:40:31,kokolvz,@mootstrick PTM YO CSRAJO
338,2022-06-13 20:38:26,Mochi_filters,JSKASJAKSJAKS DEJEN LLORAR BIEN PTM https://t.co/o7g0rVYvZX
339,2022-06-13 20:37:15,iTETECUTE,LA PTM PENALES GENTE SIKEJFKGLH
340,2022-06-13 20:35:56,dalib0n_,NONONONONO PENALES PTM
341,2022-06-13 20:31:36,dannaxsydney,PTM YAAA
342,2022-06-13 20:24:05,kthvkooo,PTM METAN GOL!!!
343,2022-06-13 20:22:03,picaronez,CARSHEJKWJEJEKOQIWK ESTAMOS CERCA PTM
344,2022-06-13 20:21:08,giorginaff,YO HRITSNFO PTM
345,2022-06-13 20:20:56,lalisarht,CSM PTM MRD
346,2022-06-13 20:20:45,sefeliz1000000,Oeeeee ptm https://t.co/NIYTOGPbkv
347,2022-06-13 20:20:27,arthyunn,@hskmiine PTM CSSI
348,2022-06-13 20:20:20,maclarmy_17,A DONDE PTM TAN CERCAAAAAAAAAAAAAAHHHH
349,2022-06-13 20:20:18,Tatix1864,TAN CERCA PTM TAN CERCAAAAA https://t.co/XW7lCLYp4D
350,2022-06-13 20:19:58,1988GRNT,CASI PTM CASI
351,2022-06-13 20:19:41,tbslxl28,PTM METAN GOL
352,2022-06-13 20:19:28,themsheadphones,PTM JDNSJFBNSZ https://t.co/Gh8S3sALMv
353,2022-06-13 20:19:11,misskamluwantan,"Ptm, Yisus"
354,2022-06-13 20:19:08,sariiivejarano,PTM NONONO
355,2022-06-13 20:18:29,seokjinpija,@jakepenesote OE PTM WJSKKWKWKSKWJQBAJJQ
356,2022-06-13 20:16:05,hoyeooooon,@AUR0NBUNNY OE PTM 😢
357,2022-06-13 20:12:29,AlejandraDalfa,@harryftshawnn ASLKALKSLAKSLKALK le falto clases de la yaha ptm
358,2022-06-13 20:10:56,khanadel,"@AdilNav30265362 @ImranARaja1 PDM,PPP,MQM,PTM and Nawaz sharif Party as Koom nation.means that"
359,2022-06-13 20:07:21,sefeliz1000000,Oeeeee ptm
360,2022-06-13 20:06:47,Arandanito0o,Oee Tapiaaaaaa ptm TENGOMIEDOOOOOOOOO
361,2022-06-13 20:04:01,Gatitaconestres,PTM YA METEMELAAAAA
362,2022-06-13 20:03:40,nervswan,q hvnes ptm
363,2022-06-13 20:02:12,wonpilianthus,PTM METAN GOOOOOOOL 😭
364,2022-06-13 19:56:58,seokblueprint,ptm yoo https://t.co/bnJJqxj8BJ
365,2022-06-13 19:56:36,ariana_jk1,Ptm metan gol peruuu
366,2022-06-13 19:55:32,fabiocesar2501,Ptm peru de mrd 😩😩😩
367,2022-06-13 19:54:55,ilovephh7,PTM HERMANDOWKDN ETSIY SUFRIENDOWK
368,2022-06-13 19:53:28,getuwaycar,OE NI MICROS HAY PTM
369,2022-06-13 19:53:13,juanyp4,Ni pichanga ptm 😒
370,2022-06-13 19:49:17,suplicandouneco,PTM PRM
371,2022-06-13 19:47:49,sooedin,Metan gol ya ptm 😭
372,2022-06-13 19:47:47,halapkgda,SOLO UN GOL PERU PTM https://t.co/oD6WoGCuFC
373,2022-06-13 19:46:55,ksoopija,PTM LAPADULA
374,2022-06-13 19:46:19,TeaRo_8,Ptm casiiiiiqhdowbdksbxksbxkabzksjaa casi me desmayo
375,2022-06-13 19:45:59,jmniekitty,OE PTM
376,2022-06-13 19:44:53,sariiivejarano,PTM WDAN 8 MINS LPTM NONONO
377,2022-06-13 19:44:17,blissmnho,@seungsvge PTM SKLSJSLSJDKKSD
378,2022-06-13 19:43:50,binirett,@skz_ap JAKSÑDKALALA PTM
379,2022-06-13 19:41:47,Luis_tweet123,Ptm peru
380,2022-06-13 19:32:02,kthg_627,@se09kie JAKSJAKJS PTM
381,2022-06-13 19:30:05,sortellxs,CASI PTM CASI
382,2022-06-13 19:27:46,lovely18_01,@arlesck PTM. AJJAJAKAKAKKW
383,2022-06-13 19:21:32,rnatoSegov,OE PATEA PTM!!!!!
384,2022-06-13 19:18:42,Zambita87,Oe ptm !!!
385,2022-06-13 19:18:19,baristajeon,@KTL21_ Oe sii ptm
386,2022-06-13 19:17:53,Ces_2210,Gpi ptm. https://t.co/fZkZDWdMEE
387,2022-06-13 19:16:50,triviayoobi,OE PTM
388,2022-06-13 19:16:32,sariiivejarano,"JAYSYDIEYEGEFWGEG PTM, MI CORAOZN"
389,2022-06-13 19:09:10,JordanFloo17,PTM- Dale PERUUUUU https://t.co/qF6JiMAcIJ
390,2022-06-13 19:05:31,debsdr28,@mevaletodook Nddnsnsnsjsn ptm
391,2022-06-13 18:52:36,rrrusesa,ANDAN MIY APAGADOS PTM
392,2022-06-13 18:50:24,Ivsaxorcus,JODER PTM SKGKSCSJW
393,2022-06-13 18:50:14,geraldsmych,oe ptm
394,2022-06-13 18:48:53,sariiivejarano,AAYSGEGEGGEGEH PTM ADVINCULA CASIIII
395,2022-06-13 18:48:00,sotx91,oe ptm
396,2022-06-13 18:44:50,5leeknot,JADKSAJJSDA PTM https://t.co/OMd8OUt8I8
397,2022-06-13 18:42:47,KkyuNuMi,OE TU PTM CANGURO
398,2022-06-13 18:37:18,_kssandra,@Lovely_ninip PERUUUUUUU PTM
399,2022-06-13 18:36:57,linownya,PTM SSTOY LLORANDO NSLSKSKDHSLSH https://t.co/kiEXNCaNUv
400,2022-06-13 18:30:10,Lebam91404317,@Nasok73576080 @PETIKBINTANG3 Yoi ptm
401,2022-06-13 18:27:07,kthg_627,PTM JAKSJKAJAK https://t.co/uvN9GQ4X4N
402,2022-06-13 18:23:44,thvrunm,oe ptm
403,2022-06-13 18:16:46,Jooniethxng,OE PTM
404,2022-06-13 18:09:10,jeongissi,OE PTM
405,2022-06-13 18:07:58,sefeliz1000000,Oeee ptm
406,2022-06-13 18:04:24,goootiny,PTM YA EMPEZO AJDKABDSADAF
407,2022-06-13 17:56:35,fearlessstyless,JJSNSMSMSMSMDNNSNSS LA PTM ME TIEMBLA TODO
408,2022-06-13 17:49:19,Christa2097,Ptm say 🙄
409,2022-06-13 17:37:43,abhaider,"@Matiullahjan919 Kon sa biyania? Kia boot chaat aap ko nazar naheen aa rahi? PTM, Pipli and N competing in boot chaat ?"
410,2022-06-13 17:26:15,irishrainbow_12,JAHDKAHDAJ PTM https://t.co/81o2d2TdBN
411,2022-06-13 17:21:59,shehzadzarin,@Xadeejournalist @BBhuttoZardari @PPP_Org Itni Power tou Sindh Police ne PTM k protest par kabhi nahi dikhai..jab k… https://t.co/9QYVE1Sfvh
412,2022-06-13 17:19:28,gerbera_sea,@ptm_n33 rennraku matteru
413,2022-06-13 17:11:11,tomsixv,Hbd @ChrisEvans TE AMO PTM &lt;3
414,2022-06-13 17:09:33,hiddlesxdm,ptm Hiddleston https://t.co/5IGQJLBy84
415,2022-06-13 17:05:39,Lexquin12,PTM QUE BUEN TEMAZO SE ESCUCHA AHHHHHHHHHH ISUDKSJDOHQCDNSOHAUWJ
416,2022-06-13 16:22:28,Saif07559254,"@Xadeejournalist @BBhuttoZardari @MuradAliShahPPP Ptm waly pory 2 mAh Bethe the aur balochon k sath yh kr rahe Hain ??
Itny doghala pan q"
417,2022-06-13 16:14:46,danzineoo,@leongabriel__ @garotaaasozinha KKWKWKWKWKWKAKW ptm
418,2022-06-13 16:05:41,sugarpumkinz,"gws deh ga prnh pake jatah absen krn online dan skrg pake krn udh ptm 100% yg mana gue pp rmh-kampus macet""an tiap hari jadi gue drop 👍🏻"
419,2022-06-13 15:35:42,fazlafels,@ayunimnr Wah seronok la haikal time ptm nanti
420,2022-06-13 15:27:38,keyzxxa02,@13ahmadhilmi @lubbygubbies @Mahdavia1 @AREAJULID Jd aku selalu berharap PTM disekolah 50% aja karna yg masuk cewek… https://t.co/oBZ15oqiHn
421,2022-06-13 15:16:50,keyzxxa02,@13ahmadhilmi @lubbygubbies @Mahdavia1 @AREAJULID Ga tau ini termasuk bullying apa engga tp kemaren aku dijauhin ha… https://t.co/urrQklE0vF
422,2022-06-13 15:13:35,nanamyun_,@minyoongi93g mood ptm😭😭😭
423,2022-06-13 15:11:13,collegemenfess,"[cm] no salty ya, di kampus aku tiap student dpt jatah absen 4 per matkul. belakang ini aku lagi capek bgt krn udh… https://t.co/x6TtSSXIGx"
424,2022-06-13 15:09:23,yooniesmind,YA BASTA BIG HIT PTM
425,2022-06-13 15:08:41,ntashazaif,Nanti dah kerja everyday nak pakai baju kurung cantek2 ❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥 rezeki la dulu jadi cikgu rasa best sangat… https://t.co/jd1jYJLUvZ
426,2022-06-13 14:57:57,minhitofurro,KE HDKSNDLANELSNFLSL XDAVOT PTM https://t.co/ezMq7WCaHa
427,2022-06-13 14:54:28,Camoon17,@garden_wonie Komunis PTM BMA
428,2022-06-13 14:45:42,pughlths,@pearxhbiwalls ptm JAKAJKAJAA
429,2022-06-13 14:40:00,mediaindonesia,TIGA dosa besar di pendidikan sebagaimana di kemukakan oleh Menteri Pendidikan dan Kebudayaan Riset dan Teknologi (… https://t.co/3HZs0SVPI9
430,2022-06-13 14:35:19,outofhere23,selama ptm baru2 ini belom soalnya duduk plg depan tp pas smp ya sering jir sdh mnjdi rutinitasnya https://t.co/0mar6MRIkJ
431,2022-06-13 14:33:55,outofhere23,walaupun bru 1 bulan ptm di sma tp sma seru HAHHAHA https://t.co/DmiFSbp8Te
432,2022-06-13 14:14:57,juilletresx,"kasus covid nambah? 😩 
pdhl juli bsk ud 100% ptm"
433,2022-06-13 13:54:30,SMEANSUfess,"smeansu! sender kelas 11 masuk smk udah 2 taun dan belum ngerasain masa masa sma yg katanya indah itu, pls ini klo… https://t.co/DVmEsz7Ca8"
434,2022-06-13 13:50:07,infokulonprogo,VAKSINASI DAN SKRENING (PTM) https://t.co/2gHddvQ0dr
435,2022-06-13 13:35:58,FrancoVergaray,"aaaaaaksgjfbhsa.,ekjferiejcnvghrewwjd ES HOY PTM"
436,2022-06-13 13:27:04,rifkapakef,"""memang susah bun anak anak pdkt nya ke teman yg ditaksir karena pertemuannya (ptm) singkat"" shock tp seru baca grup abun wkwkwkwkkwkwk"
437,2022-06-13 12:43:52,ahmadzai_shahid,"@ProfMIsmail @AWGoraya PTM waly ya bhol gay k tahreekyn zyada der ni chl pati wo tu bs hawa k jhonky ki trhan ati r pr ghaib ,"
438,2022-06-13 12:38:17,frdausyasin,@lilyriani List i sama je yg mcm PTM tu share😅
439,2022-06-13 12:25:04,yunkuka_la,MAHXKAHSKDHSKSHDSNSHDNSHSMSHD PTM QUE GRAN FINAL
440,2022-06-13 12:24:52,CryptoModulus,"Top 10 Music coins by market cap!
$AUDIO $OPUL $VIB $HUSL $EMT $BTSG $URQA $RAC $ZPTC $PTM https://t.co/lj4GUK941n"
441,2022-06-13 12:23:41,hiiamnai,PTM YONGHEE 😿
442,2022-06-13 12:18:38,zaiddienzainal,@miqhmall ENJOY LAH PTM. Seronok
443,2022-06-13 12:17:11,ifromskj,PTM SEOKJIN Q GUAPO SOS
444,2022-06-13 12:03:19,epikmess,namjoon ptm
445,2022-06-13 12:02:57,_moonpark,SUS OUTFITS PTM
446,2022-06-13 11:56:36,hiwawa____,"@harusnyabelajar HAHAHAHHA iyaaa males buka twitter, trs sebulanan kemarin udh ptm full jadinya ga sempett😩"
