waktu,username,tweet,tweet_cleaned,tweet_tokenization
6/15/2022 17:38,Lio_MDB,@WalersBostero ptm wally, ptm wally,"['', 'ptm', 'wally']"
6/15/2022 17:35,xylofhone,"@Askrlfess JANGAN DONG, AK DH SENENG BGT PTM 🥹💖", jangan dong  ak dh seneng bgt ptm  face holding back tears  sparkling heart ,"['', 'jangan', 'dong', 'ak', 'dh', 'seneng', 'bgt', 'ptm', 'face', 'holding', 'back', 'tears', 'sparkling', 'heart', '']"
6/15/2022 17:30,tobsteady,PTM BENJA,ptm benja,"['ptm', 'benja']"
6/15/2022 17:12,marthabakmnis,"@convomfs jan : galau takut gada temen yg enak (awal ptm 100%)
feb : ngebadut gua
mar : dpet ct toge 🥰
apr : banyak… https://t.co/St2rksZSft", jan   galau takut gada temen yg enak  awal ptm       feb   ngebadut gua mar   dpet ct toge  smiling face with hearts  apr   banyak  ,"['', 'jan', 'galau', 'takut', 'gada', 'temen', 'yg', 'enak', 'awal', 'ptm', 'feb', 'ngebadut', 'gua', 'mar', 'dpet', 'ct', 'toge', 'smiling', 'face', 'with', 'hearts', 'apr', 'banyak', '']"
6/15/2022 17:12,henjurae,"@convomfs jan : ptm, ke jogja
feb : full fitting
mar : kakak nikah
apr : tipes
may : stress
jun : tugas numpuk", jan   ptm  ke jogja feb   full fitting mar   kakak nikah apr   tipes may   stress jun   tugas numpuk,"['', 'jan', 'ptm', 'ke', 'jogja', 'feb', 'full', 'fitting', 'mar', 'kakak', 'nikah', 'apr', 'tipes', 'may', 'stress', 'jun', 'tugas', 'numpuk']"
6/15/2022 17:07,chi_aah,Ptm Tankhun 😭😭😭😭,ptm tankhun  loudly crying face  loudly crying face  loudly crying face  loudly crying face ,"['ptm', 'tankhun', 'loudly', 'crying', 'face', 'loudly', 'crying', 'face', 'loudly', 'crying', 'face', 'loudly', 'crying', 'face', '']"
6/15/2022 16:54,noritoraoshi,"jan : pertama kali ptm full sekelas dan mulai beraktivitas biasa
feb : kena covid lol
mar : sklh balik daring dan n… https://t.co/qO9spHzt2u",jan   pertama kali ptm full sekelas dan mulai beraktivitas biasa feb   kena covid lol mar   sklh balik daring dan n  ,"['jan', 'pertama', 'kali', 'ptm', 'full', 'sekelas', 'dan', 'mulai', 'beraktivitas', 'biasa', 'feb', 'kena', 'covid', 'lol', 'mar', 'sklh', 'balik', 'daring', 'dan', 'n', '']"
6/15/2022 16:48,krkwaiza,"@convomfs jan : nangisin ptm, kerkel, presentasi
feb : nangisin uprak
mar : ada pengumuman snm
apr : puasa
may : utbk
jun : pasang ortho", jan   nangisin ptm  kerkel  presentasi feb   nangisin uprak mar   ada pengumuman snm apr   puasa may   utbk jun   pasang ortho,"['', 'jan', 'nangisin', 'ptm', 'kerkel', 'presentasi', 'feb', 'nangisin', 'uprak', 'mar', 'ada', 'pengumuman', 'snm', 'apr', 'puasa', 'may', 'utbk', 'jun', 'pasang', 'ortho']"
6/15/2022 16:46,taebyloml,"@convomfs 💭 things u remember from 2022? 

jan : ptm tiba2 berhenti sampe 1 bulan lebih
feb : masuk ptm lagi + stre… https://t.co/9pT7zVJ09e",  thought balloon  things you remember from         jan   ptm tiba  berhenti sampe   bulan lebih feb   masuk ptm lagi   stre  ,"['', 'thought', 'balloon', 'things', 'you', 'remember', 'from', 'jan', 'ptm', 'tiba', 'berhenti', 'sampe', 'bulan', 'lebih', 'feb', 'masuk', 'ptm', 'lagi', 'stre', '']"
6/15/2022 16:45,lvseekrr,"@convomfs 💭 things u remember from 2022? 

jan : ptm 100%
feb : sibuk portofolio
mar : uprak, to, us
apr : bulan te… https://t.co/MwjHWWBZbu",  thought balloon  things you remember from         jan   ptm      feb   sibuk portofolio mar   uprak  to  us apr   bulan te  ,"['', 'thought', 'balloon', 'things', 'you', 'remember', 'from', 'jan', 'ptm', 'feb', 'sibuk', 'portofolio', 'mar', 'uprak', 'to', 'us', 'apr', 'bulan', 'te', '']"
6/15/2022 16:45,rkvnjj,jungkook hizo live ptm,jungkook hizo live ptm,"['jungkook', 'hizo', 'live', 'ptm']"
6/15/2022 16:44,_LouderBang13_,PTM AGAHAJAHA https://t.co/JjqqV7Av7R,ptm agahajaha ,"['ptm', 'agahajaha', '']"
6/15/2022 16:39,sugarylan,"@convomfs 💭 things u remember from 2022? 

jan : operasi kecil, tapi dapet bius total
feb : ngirim kado valentine k… https://t.co/nLnWuoDbz4",  thought balloon  things you remember from         jan   operasi kecil  tapi dapet bius total feb   ngirim kado valentine k  ,"['', 'thought', 'balloon', 'things', 'you', 'remember', 'from', 'jan', 'operasi', 'kecil', 'tapi', 'dapet', 'bius', 'total', 'feb', 'ngirim', 'kado', 'valentine', 'k', '']"
6/15/2022 16:35,liieee_,"@convomfs jan : ultah, mulai ptm 
feb : bisa fotbar sama crush, mulai capek sekolah, fto bts
mar : sibuk uh + persi… https://t.co/Kgv4oYTzHQ", jan   ultah  mulai ptm  feb   bisa fotbar sama crush  mulai capek sekolah  fto bts mar   sibuk uh   persi  ,"['', 'jan', 'ultah', 'mulai', 'ptm', 'feb', 'bisa', 'fotbar', 'sama', 'crush', 'mulai', 'capek', 'sekolah', 'fto', 'bts', 'mar', 'sibuk', 'uh', 'persi', '']"
6/15/2022 16:30,theboynotknow,ptm bikin aing jadi bebasss,ptm bikin aing jadi bebass,"['ptm', 'bikin', 'aing', 'jadi', 'bebass']"
6/15/2022 16:27,Luciab_o,Oe la ptm https://t.co/smbvNgqhD0,oe la ptm ,"['oe', 'la', 'ptm', '']"
6/15/2022 16:26,nasgormi,"@convomfs jan : pertama kali ptm stlh 2taun g skola
feb : daftar ltmpt &amp; antek2nya
mar : full ujian cape bos
apr :… https://t.co/z30M2oO50I", jan   pertama kali ptm stlh  taun g skola feb   daftar ltmpt  amp  antek nya mar   full ujian cape bos apr    ,"['', 'jan', 'pertama', 'kali', 'ptm', 'stlh', 'taun', 'g', 'skola', 'feb', 'daftar', 'ltmpt', 'amp', 'antek', 'nya', 'mar', 'full', 'ujian', 'cape', 'bos', 'apr', '']"
6/15/2022 16:25,jaehyuncogann,"@convomfs jan : ptm 100%
feb : ada crush
mar : move on
apr : us
may : libur, pulang kampung
jun : lolos ppdb", jan   ptm      feb   ada crush mar   move on apr   us may   libur  pulang kampung jun   lolos ppdb,"['', 'jan', 'ptm', 'feb', 'ada', 'crush', 'mar', 'move', 'on', 'apr', 'us', 'may', 'libur', 'pulang', 'kampung', 'jun', 'lolos', 'ppdb']"
6/15/2022 16:24,cerem,"jan : tidur 2 jam doang terus diare &amp; muntah muntah 🤕
feb : nggak ada.. (?)
mar : uprak!! it was really fun apalagi… https://t.co/GE9GH6MGlH",jan   tidur   jam doang terus diare  amp  muntah muntah  face with head bandage  feb   nggak ada      mar   uprak  it was really fun apalagi  ,"['jan', 'tidur', 'jam', 'doang', 'terus', 'diare', 'amp', 'muntah', 'muntah', 'face', 'with', 'head', 'bandage', 'feb', 'nggak', 'ada', 'mar', 'uprak', 'it', 'was', 'really', 'fun', 'apalagi', '']"
6/15/2022 16:24,lichaeryy,"Today's mails!!

Saking senengnya besok mau aku bawa ptm ke kampus😭🤣
wishnya smg ga dicopet ajaa🙏

Cahol sakura nya… https://t.co/hQkURwj3mF",today s mails   saking senengnya besok mau aku bawa ptm ke kampus loudly crying face  rolling on the floor laughing  wishnya smg ga dicopet ajaa folded hands   cahol sakura nya  ,"['today', 's', 'mails', 'saking', 'senengnya', 'besok', 'mau', 'aku', 'bawa', 'ptm', 'ke', 'kampus', 'loudly', 'crying', 'face', 'rolling', 'on', 'the', 'floor', 'laughing', 'wishnya', 'smg', 'ga', 'dicopet', 'ajaa', 'folded', 'hands', 'cahol', 'sakura', 'nya', '']"
6/15/2022 16:22,taeshiic,"-pertama full ptm
-daring lagi 2 minggu
-maen pump it up smpe jompo
-bigbang cb + bukber skolah
-ktemu sm sodara yg… https://t.co/xyQBjovPsD", pertama full ptm  daring lagi   minggu  maen pump it up smpe jompo  bigbang cb   bukber skolah  ktemu sm sodara yg  ,"['', 'pertama', 'full', 'ptm', 'daring', 'lagi', 'minggu', 'maen', 'pump', 'it', 'up', 'smpe', 'jompo', 'bigbang', 'cb', 'bukber', 'skolah', 'ktemu', 'sm', 'sodara', 'yg', '']"
6/15/2022 16:21,vineloxz,"@convomfs jan : latihan tugas nari, full ptm
feb : performnya
mar : ujian akhir,bikin vidio angkatan
apr :  ke bata… https://t.co/C2G9cqN6HS", jan   latihan tugas nari  full ptm feb   performnya mar   ujian akhir bikin vidio angkatan apr    ke bata  ,"['', 'jan', 'latihan', 'tugas', 'nari', 'full', 'ptm', 'feb', 'performnya', 'mar', 'ujian', 'akhir', 'bikin', 'vidio', 'angkatan', 'apr', 'ke', 'bata', '']"
6/15/2022 16:19,myouisanax,"things i remember from 2022

jan : pertama kali full ptm
feb : ga ada
mar : ga ada
apr : makin deket sama temen yan… https://t.co/Aful3iUkTQ",things i remember from       jan   pertama kali full ptm feb   ga ada mar   ga ada apr   makin deket sama temen yan  ,"['things', 'i', 'remember', 'from', 'jan', 'pertama', 'kali', 'full', 'ptm', 'feb', 'ga', 'ada', 'mar', 'ga', 'ada', 'apr', 'makin', 'deket', 'sama', 'temen', 'yan', '']"
6/15/2022 16:18,hourjelly,"@convomfs jan : PTM 100% FOR THE FIRST TIMEEEE, goodtime
feb : beli kacamata, sakit seminggu
maret : -
april : pask… https://t.co/OOctwSoyRl", jan   ptm      for the first timee  goodtime feb   beli kacamata  sakit seminggu maret     april   pask  ,"['', 'jan', 'ptm', 'for', 'the', 'first', 'timee', 'goodtime', 'feb', 'beli', 'kacamata', 'sakit', 'seminggu', 'maret', 'april', 'pask', '']"
6/15/2022 16:18,L0VINGSANGWON,"@convomfs jan : new year 
feb : kena covid, imlek
mar : sembuh covid
apr : masuk ptm 
may : nct dream sama rv di in… https://t.co/vQKG30Ux1m", jan   new year  feb   kena covid  imlek mar   sembuh covid apr   masuk ptm  may   nct dream sama rv di in  ,"['', 'jan', 'new', 'year', 'feb', 'kena', 'covid', 'imlek', 'mar', 'sembuh', 'covid', 'apr', 'masuk', 'ptm', 'may', 'nct', 'dream', 'sama', 'rv', 'di', 'in', '']"
6/15/2022 16:17,tlhief,"@convomfs jan : hts sama ex
feb : lost contact sm ex
mar : ptm lagi + ketemu ex lg
april : pusing belajar ujian + s… https://t.co/XPjzPxDjN3", jan   hts sama ex feb   lost contact sm ex mar   ptm lagi   ketemu ex lg april   pusing belajar ujian   s  ,"['', 'jan', 'hts', 'sama', 'ex', 'feb', 'lost', 'contact', 'sm', 'ex', 'mar', 'ptm', 'lagi', 'ketemu', 'ex', 'lg', 'april', 'pusing', 'belajar', 'ujian', 's', '']"
6/15/2022 16:17,vowgel,"@convomfs 💭 things u remember from 2022? 

jan : pengumuman eligible, ptm 100%
feb : bikin akun ltmpt, ngelukis 24/… https://t.co/rZPaTqgOlP",  thought balloon  things you remember from         jan   pengumuman eligible  ptm      feb   bikin akun ltmpt  ngelukis      ,"['', 'thought', 'balloon', 'things', 'you', 'remember', 'from', 'jan', 'pengumuman', 'eligible', 'ptm', 'feb', 'bikin', 'akun', 'ltmpt', 'ngelukis', '']"
6/15/2022 16:15,lichaeryy,Bsk gue ptm bawa kek gini ada yg ngeh mereka jinni sama lino kaga ya https://t.co/zEES7KFvT3,bsk gue ptm bawa kek gini ada yg ngeh mereka jinni sama lino kaga ya ,"['bsk', 'gue', 'ptm', 'bawa', 'kek', 'gini', 'ada', 'yg', 'ngeh', 'mereka', 'jinni', 'sama', 'lino', 'kaga', 'ya', '']"
6/15/2022 16:14,theboynotknow,2 minggu ptm trs seminggu lagi UAS 🌝,  minggu ptm trs seminggu lagi uas  full moon face ,"['', 'minggu', 'ptm', 'trs', 'seminggu', 'lagi', 'uas', 'full', 'moon', 'face', '']"
6/15/2022 16:14,tyranosares,"@convomfs things u remember from 2022? 

jan : tahun baru + ptm 100%
feb : birthday 
mar : kakak
apr : ujian, hango… https://t.co/bjLpA5FgyN", things you remember from         jan   tahun baru   ptm      feb   birthday  mar   kakak apr   ujian  hango  ,"['', 'things', 'you', 'remember', 'from', 'jan', 'tahun', 'baru', 'ptm', 'feb', 'birthday', 'mar', 'kakak', 'apr', 'ujian', 'hango', '']"
6/15/2022 16:06,lavamount,@Askrlfess Doh alah... Gausa daring ya! Skripsiku dah ganti judul ke PTM. Plz gosa aneh²., doh alah  gausa daring ya  skripsiku dah ganti judul ke ptm  plz gosa aneh  ,"['', 'doh', 'alah', 'gausa', 'daring', 'ya', 'skripsiku', 'dah', 'ganti', 'judul', 'ke', 'ptm', 'plz', 'gosa', 'aneh', '']"
6/15/2022 15:57,jminhyyh,ME PERDI EL LIVE DE JUNGKOOK PTM,me perdi el live de jungkook ptm,"['me', 'perdi', 'el', 'live', 'de', 'jungkook', 'ptm']"
6/15/2022 15:57,Noobiy12,"Maryam ki dawn leaks, maaf. Fazlu ki galiyan, maaf. Bilawal aur zardari ki dhamkiyan, maaf. PTM ki dehshatgardi, ma… https://t.co/aEIOMO2unk",maryam ki dawn leaks  maaf  fazlu ki galiyan  maaf  bilawal aur zardari ki dhamkiyan  maaf  ptm ki dehshatgardi  ma  ,"['maryam', 'ki', 'dawn', 'leaks', 'maaf', 'fazlu', 'ki', 'galiyan', 'maaf', 'bilawal', 'aur', 'zardari', 'ki', 'dhamkiyan', 'maaf', 'ptm', 'ki', 'dehshatgardi', 'ma', '']"
6/15/2022 15:44,OMEGAGRIMMSOM,@senpai_vic Ptm ya ando horny, ptm ya ando horny,"['', 'ptm', 'ya', 'ando', 'horny']"
6/15/2022 15:43,donotezz_,@subschfess Iihh koq komennya pada iya sihhh jangan donggg...gak! gak! Tahun ajaran baru full PTM tp tetep prokes!!!, iihh koq komennya pada iya sihh jangan dongg gak  gak  tahun ajaran baru full ptm tp tetep prokes ,"['', 'iihh', 'koq', 'komennya', 'pada', 'iya', 'sihh', 'jangan', 'dongg', 'gak', 'gak', 'tahun', 'ajaran', 'baru', 'full', 'ptm', 'tp', 'tetep', 'prokes', '']"
6/15/2022 15:42,papasconheladoO,@kadahiba1703 OE SI PTM, oe si ptm,"['', 'oe', 'si', 'ptm']"
6/15/2022 15:32,outropeace,PTM COMO QUE LOONA EN MEXICO I WANNA D WORD AASSAHSJIWI 😭😭😭😭😭😭,ptm como que loona en mexico i want to d word aassahsjiwi  loudly crying face  loudly crying face  loudly crying face  loudly crying face  loudly crying face  loudly crying face ,"['ptm', 'como', 'que', 'loona', 'en', 'mexico', 'i', 'want', 'to', 'd', 'word', 'aassahsjiwi', 'loudly', 'crying', 'face', 'loudly', 'crying', 'face', 'loudly', 'crying', 'face', 'loudly', 'crying', 'face', 'loudly', 'crying', 'face', 'loudly', 'crying', 'face', '']"
6/15/2022 15:31,YOONASAHl,"@schfess Tenang aja nder, aku yakin banget bakalan 100% ptm. Gatau dari mana tapi kek feeling aja gitu", tenang aja nder  aku yakin banget bakalan      ptm  gatau dari mana tapi kek feeling aja gitu,"['', 'tenang', 'aja', 'nder', 'aku', 'yakin', 'banget', 'bakalan', 'ptm', 'gatau', 'dari', 'mana', 'tapi', 'kek', 'feeling', 'aja', 'gitu']"
6/15/2022 15:27,lucidkosmos,"@schfess Kataku sih tetep ptm nder, tenang aja. Tinggal doa aja gaada lonjakan yang drastis banget", kataku sih tetep ptm nder  tenang aja  tinggal doa aja gaada lonjakan yang drastis banget,"['', 'kataku', 'sih', 'tetep', 'ptm', 'nder', 'tenang', 'aja', 'tinggal', 'doa', 'aja', 'gaada', 'lonjakan', 'yang', 'drastis', 'banget']"
6/15/2022 15:26,fatehahnailah,Balik ptm mmg tidur je terus. Sampai Amir balik pun tk larat nk bukak mata pastu suruh dia join tidur sekaki😂 Belum… https://t.co/on1y5Guhg4,balik ptm mmg tidur je terus  sampai amir balik pun tk larat nk bukak mata pastu suruh dia join tidur sekaki face with tears of joy  belum  ,"['balik', 'ptm', 'mmg', 'tidur', 'je', 'terus', 'sampai', 'amir', 'balik', 'pun', 'tk', 'larat', 'nk', 'bukak', 'mata', 'pastu', 'suruh', 'dia', 'join', 'tidur', 'sekaki', 'face', 'with', 'tears', 'of', 'joy', 'belum', '']"
6/15/2022 15:24,sangnationn,Besok ptm mls bgt nder,besok ptm mls bgt nder,"['besok', 'ptm', 'mls', 'bgt', 'nder']"
6/15/2022 15:20,nikshinoya,"kyk lu ngapain banget anjir daring bangun bangun main hp terys sampe kelar sekolah depan laptop, ngerjain tugas di… https://t.co/q7vSufrOOO",kyk lu ngapain banget anjir daring bangun bangun main hp terys sampe kelar sekolah depan laptop  ngerjain tugas di  ,"['kyk', 'lu', 'ngapain', 'banget', 'anjir', 'daring', 'bangun', 'bangun', 'main', 'hp', 'terys', 'sampe', 'kelar', 'sekolah', 'depan', 'laptop', 'ngerjain', 'tugas', 'di', '']"
6/15/2022 15:19,nikshinoya,"gAKMAU ANJINGGGGG, DAH NYAMAN PTM https://t.co/UXQ7FTr1t1",gakmau anjingg  dah nyaman ptm ,"['gakmau', 'anjingg', 'dah', 'nyaman', 'ptm', '']"
6/15/2022 15:17,apriliadamaa,@Askrlfess hadeh blm kesampean ptm gw😭, hadeh blm kesampean ptm gw loudly crying face ,"['', 'hadeh', 'blm', 'kesampean', 'ptm', 'gw', 'loudly', 'crying', 'face', '']"
6/15/2022 15:16,dasheuw,@ca_khansa IYA COO MANA PAKE ZOOM GAK NGERASAIN KLS 9 PTM AT LEAST SEHARI LAH SEDIH BGT, iya coo mana pake zoom gak ngerasain kls   ptm at least sehari lah sedih bgt,"['', 'iya', 'coo', 'mana', 'pake', 'zoom', 'gak', 'ngerasain', 'kls', 'ptm', 'at', 'least', 'sehari', 'lah', 'sedih', 'bgt']"
6/15/2022 15:08,yooniehunter,PTM JEON JUNGKOOK 😭😭😭😭,ptm jeon jungkook  loudly crying face  loudly crying face  loudly crying face  loudly crying face ,"['ptm', 'jeon', 'jungkook', 'loudly', 'crying', 'face', 'loudly', 'crying', 'face', 'loudly', 'crying', 'face', 'loudly', 'crying', 'face', '']"
6/15/2022 15:04,Hope21686275,@Kentangmehong__ Ini adalah aku saat ptm, ini adalah aku saat ptm,"['', 'ini', 'adalah', 'aku', 'saat', 'ptm']"
6/15/2022 15:02,fancy__youu,@namakuwinter Hmmm iya sih mnding ptm, hmm iya sih mnding ptm,"['', 'hmm', 'iya', 'sih', 'mnding', 'ptm']"
6/15/2022 14:57,tefykjas,PTM Ganamoooos jk cantando Run BTS 💜💜💜😎 https://t.co/CgmEnXCgNI,ptm ganamoos jk cantando run bts  purple heart  purple heart  purple heart  smiling face with sunglasses  ,"['ptm', 'ganamoos', 'jk', 'cantando', 'run', 'bts', 'purple', 'heart', 'purple', 'heart', 'purple', 'heart', 'smiling', 'face', 'with', 'sunglasses', '']"
6/15/2022 14:56,yunkuka_la,JAHDKSHDS PTM JEON JUNGKOOK ERES ICONIC,jahdkshds ptm jeon jungkook eres iconic,"['jahdkshds', 'ptm', 'jeon', 'jungkook', 'eres', 'iconic']"
6/15/2022 14:55,JjNandia,"@Askrlfess lu ga punya temen ya nder klo ptm? mff yh klo bener 
GW GA SUKA LU DOA KEK GTU AJG TAI", lu ga punya temen ya nder klo ptm  mff yh klo bener  gw ga suka lu doa kek gtu ajg tai,"['', 'lu', 'ga', 'punya', 'temen', 'ya', 'nder', 'klo', 'ptm', 'mff', 'yh', 'klo', 'bener', 'gw', 'ga', 'suka', 'lu', 'doa', 'kek', 'gtu', 'ajg', 'tai']"
6/15/2022 14:50,da7Taeee,Run!!!! Ptm,run  ptm,"['run', 'ptm']"
6/15/2022 14:47,lvkoostar,Ptm run BTS,ptm run bts,"['ptm', 'run', 'bts']"
6/15/2022 14:47,93hsjk,RUN BTS PTM https://t.co/IseJyijfnf,run bts ptm ,"['run', 'bts', 'ptm', '']"
6/15/2022 14:43,luvvsubin,"@Askrlfess daring aja sendiri nder, w mah maunya PTM", daring aja sendiri nder  w mah maunya ptm,"['', 'daring', 'aja', 'sendiri', 'nder', 'w', 'mah', 'maunya', 'ptm']"
6/15/2022 14:40,wronghertz,"@Askrlfess Nggak mau, nggak enak, kamu aja. Ptm seru dan ku pengin punya temen.", nggak mau  nggak enak  kamu aja  ptm seru dan ku pengin punya temen ,"['', 'nggak', 'mau', 'nggak', 'enak', 'kamu', 'aja', 'ptm', 'seru', 'dan', 'ku', 'pengin', 'punya', 'temen', '']"
6/15/2022 14:38,namakuwinter,"even though i hate ptm so fucking much and miss pjj moments, but i realized that, pjj just made me makin mageran (m… https://t.co/7bvhL08PLz",even though i hate ptm so fucking much and miss pjj moments  but i realized that  pjj just made me makin mageran  m  ,"['even', 'though', 'i', 'hate', 'ptm', 'so', 'fucking', 'much', 'and', 'miss', 'pjj', 'moments', 'but', 'i', 'realized', 'that', 'pjj', 'just', 'made', 'me', 'makin', 'mageran', 'm', '']"
6/15/2022 14:31,baumtorte,"aku mulai menggeser mindset-ku dengan, “PTM skrg gak terkontrol banget dikit-dikit hipertensi, DM, dsb, padahal u t… https://t.co/BRYs685fWW",aku mulai menggeser mindset ku dengan   ptm skrg gak terkontrol banget dikit dikit hipertensi  dm  dsb  padahal you t  ,"['aku', 'mulai', 'menggeser', 'mindset', 'ku', 'dengan', 'ptm', 'skrg', 'gak', 'terkontrol', 'banget', 'dikit', 'dikit', 'hipertensi', 'dm', 'dsb', 'padahal', 'you', 't', '']"
6/15/2022 14:21,hobialkr,CANTA RUN BTS PTM,canta run bts ptm,"['canta', 'run', 'bts', 'ptm']"
6/15/2022 14:18,dydykats,@TokimitsuLover_ BASTAAAA NO SIY DALAS PTM, bastaa no siy dalas ptm,"['', 'bastaa', 'no', 'siy', 'dalas', 'ptm']"
6/15/2022 14:10,sariiivejarano,HARRYYYY SHSGSUSFSGSG XFAVOOOOOR TE AMO PTM,harryy shsgsusfsgsg xfavoor te amo ptm,"['harryy', 'shsgsusfsgsg', 'xfavoor', 'te', 'amo', 'ptm']"
6/15/2022 13:59,cpf2323,Jadi melow mau pisah sama anak-anak 🥲 mana belum puas PTM cuma beberapa kali ☹️,jadi melow mau pisah sama anak anak  smiling face with tear  mana belum puas ptm cuma beberapa kali  frowning face ,"['jadi', 'melow', 'mau', 'pisah', 'sama', 'anak', 'anak', 'smiling', 'face', 'with', 'tear', 'mana', 'belum', 'puas', 'ptm', 'cuma', 'beberapa', 'kali', 'frowning', 'face', '']"
6/15/2022 13:56,stars_shua,"kita tuh ber3 sirkelan gitulah. anggap aja si L ama si S. F nya aku, nah kita kan udh PTM 100% jdi udh keak deketan… https://t.co/psRECXNdmF",kita tuh ber  sirkelan gitulah  anggap aja si l ama si s  f nya aku  nah kita kan udh ptm      jdi udh keak deketan  ,"['kita', 'tuh', 'ber', 'sirkelan', 'gitulah', 'anggap', 'aja', 'si', 'l', 'ama', 'si', 's', 'f', 'nya', 'aku', 'nah', 'kita', 'kan', 'udh', 'ptm', 'jdi', 'udh', 'keak', 'deketan', '']"
6/15/2022 13:50,akazca,berisikkk gua suka ptm https://t.co/d7RuKQcY6o,berisikk gua suka ptm ,"['berisikk', 'gua', 'suka', 'ptm', '']"
6/15/2022 13:47,zahraaandy_,"Ini gua udah mulai semangat lagi buat ptm ye, jangan sampe daring lagi https://t.co/5rFQy0dI4f",ini gua udah mulai semangat lagi buat ptm ye  jangan sampe daring lagi ,"['ini', 'gua', 'udah', 'mulai', 'semangat', 'lagi', 'buat', 'ptm', 'ye', 'jangan', 'sampe', 'daring', 'lagi', '']"
6/15/2022 13:47,iDAECHOPE,HOSEOK PTM https://t.co/V5eOuzxVqX,hoseok ptm ,"['hoseok', 'ptm', '']"
6/15/2022 13:42,revysloml,"@sheeeshjancepu @tmnRLgbolehtau @Askrlfess mungkin mksdnya ""biar engga usah PTM dan akan PJJ lagi""",  mungkin mksdnya  biar engga usah ptm dan akan pjj lagi ,"['', 'mungkin', 'mksdnya', 'biar', 'engga', 'usah', 'ptm', 'dan', 'akan', 'pjj', 'lagi', '']"
6/15/2022 13:30,suaramerdeka,Kemendikbudristek Dorong Sekolah Segera Buka PTM https://t.co/lHvQkCrhL7,kemendikbudristek dorong sekolah segera buka ptm ,"['kemendikbudristek', 'dorong', 'sekolah', 'segera', 'buka', 'ptm', '']"
6/15/2022 13:19,chrissieblossom,"@jjaehyyukyo BEUH NANGIS BANGET GAK SIH UDAH MAU LULUS MALAH DARING, KEK PTM AJA UDH SUSAH BLJR INI KLO DARING LAGI HANCUR DAHH", beuh nangis banget gak sih udah mau lulus malah daring  kek ptm aja udh susah bljr ini klo daring lagi hancur dahh,"['', 'beuh', 'nangis', 'banget', 'gak', 'sih', 'udah', 'mau', 'lulus', 'malah', 'daring', 'kek', 'ptm', 'aja', 'udh', 'susah', 'bljr', 'ini', 'klo', 'daring', 'lagi', 'hancur', 'dahh']"
6/15/2022 13:06,dinkespati,"Dlm rangka Pelaksanaan Gerakan Deteksi Dini Penyakit Tidak Menular (PTM), Dinkes Pati melakukan advokasi Gerakan Pe… https://t.co/nSoyelsack",dlm rangka pelaksanaan gerakan deteksi dini penyakit tidak menular  ptm   dinkes pati melakukan advokasi gerakan pe  ,"['dlm', 'rangka', 'pelaksanaan', 'gerakan', 'deteksi', 'dini', 'penyakit', 'tidak', 'menular', 'ptm', 'dinkes', 'pati', 'melakukan', 'advokasi', 'gerakan', 'pe', '']"
6/15/2022 13:04,mil8cb,mmpus tanggal 11 hri snin nya udh masuk ptm😂😂😂😂gw gkhbis pikir hari minggu nya seneng2 snin nya langsung mnderita k… https://t.co/rsERKoijbh,mmpus tanggal    hri snin nya udh masuk ptm face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy gw gkhbis pikir hari minggu nya seneng  snin nya langsung mnderita k  ,"['mmpus', 'tanggal', 'hri', 'snin', 'nya', 'udh', 'masuk', 'ptm', 'face', 'with', 'tears', 'of', 'joy', 'face', 'with', 'tears', 'of', 'joy', 'face', 'with', 'tears', 'of', 'joy', 'face', 'with', 'tears', 'of', 'joy', 'gw', 'gkhbis', 'pikir', 'hari', 'minggu', 'nya', 'seneng', 'snin', 'nya', 'langsung', 'mnderita', 'k', '']"
6/15/2022 13:03,sheeeshjancepu,"@tmnRLgbolehtau @Askrlfess Bentar, klo g pjj sm ptm terus ngapain?",  bentar  klo g pjj sm ptm terus ngapain ,"['', 'bentar', 'klo', 'g', 'pjj', 'sm', 'ptm', 'terus', 'ngapain', '']"
6/15/2022 12:50,neverstory25,@LEVIATHAN011029 ptm ljrklvnrbv, ptm ljrklvnrbv,"['', 'ptm', 'ljrklvnrbv']"
6/15/2022 12:41,PemkotaBogor,"Yuk, cegah dan kendalikan Penyakit Tidak Menular
(PTM) dengan deteksi dini untuk hidup sehat lebih
lama.… https://t.co/SPzexLOhbO",yuk  cegah dan kendalikan penyakit tidak menular  ptm  dengan deteksi dini untuk hidup sehat lebih lama   ,"['yuk', 'cegah', 'dan', 'kendalikan', 'penyakit', 'tidak', 'menular', 'ptm', 'dengan', 'deteksi', 'dini', 'untuk', 'hidup', 'sehat', 'lebih', 'lama', '']"
6/15/2022 12:41,PemkotaBogor,"Tempat pelaksanaan cek kesehatan bisa dilakukan di
1. Posbindu PTM
2. Rumah Sakit dan Klinik
3. Perkantoran
4. Fasi… https://t.co/tMWeNqfMCR",tempat pelaksanaan cek kesehatan bisa dilakukan di    posbindu ptm    rumah sakit dan klinik    perkantoran    fasi  ,"['tempat', 'pelaksanaan', 'cek', 'kesehatan', 'bisa', 'dilakukan', 'di', 'posbindu', 'ptm', 'rumah', 'sakit', 'dan', 'klinik', 'perkantoran', 'fasi', '']"
