waktu,username,tweet,tweet_cleaned,tweet_tokenization
6/10/2022 5:20,bwts_nat,PTM HAGAN STREAM,ptm hagan stream,"['ptm', 'hagan', 'stream']"
6/10/2022 5:12,bangtanmooidz,PTM PTM YA SALIO CD3 en BANGTANTV NMMS NMMS AHI ESTA BOYZ WITH FUN LEA JUROO Q ME VA DAR ALGO,ptm ptm ya salio cd  en bangtantv nmms nmms ahi esta boyz with fun lea juroo q me va dar algo,"['ptm', 'ptm', 'ya', 'salio', 'cd', 'en', 'bangtantv', 'nmms', 'nmms', 'ahi', 'esta', 'boyz', 'with', 'fun', 'lea', 'juroo', 'q', 'me', 'va', 'dar', 'algo']"
6/10/2022 5:04,hanalvschan,HAGAN STREAM PTM,hagan stream ptm,"['hagan', 'stream', 'ptm']"
6/10/2022 5:02,MaraFer02599936,"PTM, ME ENCANTAS DEMASIADO, JEON JUNGKOOK !^#*@&amp;@,!(*×@ https://t.co/ln2QnNIx1E",ptm  me encantas demasiado  jeon jungkook      amp         ,"['ptm', 'me', 'encantas', 'demasiado', 'jeon', 'jungkook', 'amp', '']"
6/10/2022 5:01,ttgukv_twt,PTM RUN BTS ES UNA JOYA,ptm run bts es una joya,"['ptm', 'run', 'bts', 'es', 'una', 'joya']"
6/10/2022 4:55,prodjkoov,Porfquw hoy ptm,porfquw hoy ptm,"['porfquw', 'hoy', 'ptm']"
6/10/2022 4:52,__AliMin,SOEKJIN PTM,soekjin ptm,"['soekjin', 'ptm']"
6/10/2022 4:50,minjess_v,PTM JUNGKOOK https://t.co/tnUjfmCVVF,ptm jungkook ,"['ptm', 'jungkook', '']"
6/10/2022 4:42,12syana,syukur proof dropped before start kerja. tapi tu la anniversary debut day tu hari 1st ptm 🥲,syukur proof dropped before start kerja  tapi tu la anniversary debut day tu hari  st ptm  smiling face with tear ,"['syukur', 'proof', 'dropped', 'before', 'start', 'kerja', 'tapi', 'tu', 'la', 'anniversary', 'debut', 'day', 'tu', 'hari', 'st', 'ptm', 'smiling', 'face', 'with', 'tear', '']"
6/10/2022 4:42,ferchisyei,PTM RUN BTS,ptm run bts,"['ptm', 'run', 'bts']"
6/10/2022 4:40,sashita___,RUN BTS JESUS AYUDAAAA PTM,run bts jesus ayudaa ptm,"['run', 'bts', 'jesus', 'ayudaa', 'ptm']"
6/10/2022 4:31,_dynamitxe,PTM RUN BTS ES UNA JOYITATDKLSJSODKKS,ptm run bts es una joyitatdklsjsodkks,"['ptm', 'run', 'bts', 'es', 'una', 'joyitatdklsjsodkks']"
6/10/2022 4:24,jminibaa,PTM RUN BTS PTM,ptm run bts ptm,"['ptm', 'run', 'bts', 'ptm']"
6/10/2022 4:24,nbiebs36,RUN BTS MI ROLA PTM,run bts mi rola ptm,"['run', 'bts', 'mi', 'rola', 'ptm']"
6/10/2022 4:22,_bangtanholic,ptm con run bts mi rola yaaaa,ptm con run bts mi rola yaa,"['ptm', 'con', 'run', 'bts', 'mi', 'rola', 'yaa']"
6/10/2022 4:20,lizabethseung,PTM ESA VERSATILIDAD AKDNSKNDND,ptm esa versatilidad akdnskndnd,"['ptm', 'esa', 'versatilidad', 'akdnskndnd']"
6/10/2022 4:20,jjnvhyk,EL RAP DE YOONGI EN RUN BTS PTM TE AMI,el rap de yoongi en run bts ptm te ami,"['el', 'rap', 'de', 'yoongi', 'en', 'run', 'bts', 'ptm', 'te', 'ami']"
6/10/2022 4:18,lovexheaven,PTM RUN BTS TE AMOO,ptm run bts te amoo,"['ptm', 'run', 'bts', 'te', 'amoo']"
6/10/2022 4:17,aIIforjkny,@jkmioBv KAKDKAKD ptm, kakdkakd ptm,"['', 'kakdkakd', 'ptm']"
6/10/2022 4:17,_moon_bangtan,PTM RUN BTS DIOS DISL DUISL JIMIN  AA HGFJDKLSÑ,ptm run bts dios disl duisl jimin  aa hgfjdkls ,"['ptm', 'run', 'bts', 'dios', 'disl', 'duisl', 'jimin', 'aa', 'hgfjdkls', '']"
6/10/2022 4:16,YoonVlights,SE TATUARON ??????????PTM IOMIOMOGJOGOGMOMG,se tatuaron  ptm iomiomogjogogmomg,"['se', 'tatuaron', 'ptm', 'iomiomogjogogmomg']"
6/10/2022 4:15,andthv_,"RUN BTS MI ROLAAAAAAAA PTM
#BTS_Proof   #YetToCome 
#ProofOutNow
#ProofisHere
#YetToComeOutNow
#HereIsThePROOF… https://t.co/zVqhL57wW6",run bts mi rolaa ptm bts proof   yettocome  proofoutnow proofishere yettocomeoutnow hereistheproof  ,"['run', 'bts', 'mi', 'rolaa', 'ptm', 'bts', 'proof', 'yettocome', 'proofoutnow', 'proofishere', 'yettocomeoutnow', 'hereistheproof', '']"
6/10/2022 4:14,seokblueprint,YOONGI PTM YS8EQLEI2OWK https://t.co/o54N2x3GZg,yoongi ptm ys eqlei owk ,"['yoongi', 'ptm', 'ys', 'eqlei', 'owk', '']"
6/10/2022 4:11,VK20290663,"RUN BTS EN SPOTIFY TREMENDA JOYA PTM YO SABIA QIE SERIA MI FAV WNNNN

#YETTOCOME #BTS_PROOF 

https://t.co/l40szBQTYK",run bts en spotify tremenda joya ptm yo sabia qie seria mi fav wnn  yettocome bts proof   ,"['run', 'bts', 'en', 'spotify', 'tremenda', 'joya', 'ptm', 'yo', 'sabia', 'qie', 'seria', 'mi', 'fav', 'wnn', 'yettocome', 'bts', 'proof', '']"
6/10/2022 4:11,Fernand93747508,@SwagDeysi13 PTM QJWNEKWKWJKQNW AAAAAAAA, ptm qjwnekwkwjkqnw aa,"['', 'ptm', 'qjwnekwkwjkqnw', 'aa']"
6/10/2022 4:09,97Bebe_kook,@iluvsmsg GIGI LA RE PTM SHHHHHHHHHHHHHHHHHHH 😭, gigi la re ptm shh  loudly crying face ,"['', 'gigi', 'la', 're', 'ptm', 'shh', 'loudly', 'crying', 'face', '']"
6/10/2022 4:09,rkive_ggk,Ya escucharon run bts kskakaqkq ptm jdkskwkqwkw,ya escucharon run bts kskakaqkq ptm jdkskwkqwkw,"['ya', 'escucharon', 'run', 'bts', 'kskakaqkq', 'ptm', 'jdkskwkqwkw']"
6/10/2022 4:07,CassieLyra13,PTM MAN,ptm man,"['ptm', 'man']"
6/10/2022 4:04,vene18hdz,SEOKJIN PTM COMO,seokjin ptm como,"['seokjin', 'ptm', 'como']"
6/10/2022 4:03,agvsmta,YOONGI KSNKDND PTM EIWNEKDKDO,yoongi ksnkdnd ptm eiwnekdkdo,"['yoongi', 'ksnkdnd', 'ptm', 'eiwnekdkdo']"
6/10/2022 4:02,Diaaansy,MW ENCANTAAAAAA PTM,mw encantaa ptm,"['mw', 'encantaa', 'ptm']"
6/10/2022 4:00,hoonietubbie,BTS PTM,bts ptm,"['bts', 'ptm']"
6/10/2022 4:00,koojuk_,PTM YAAA,ptm yaa,"['ptm', 'yaa']"
6/10/2022 4:00,hoseoCOCK,PTM AYUSAA,ptm ayusaa,"['ptm', 'ayusaa']"
6/10/2022 3:59,mazapan_7bts,PTM YAAAAAA,ptm yaa,"['ptm', 'yaa']"
6/10/2022 3:59,lovjeonmaze,"PTM YA CASI HDKAKABDLAKA 

#BTS_Proof   #YetToCome 
#ProofOutNow
#ProofisHere
#YetToComeOutNow
#HereIsThePROOF… https://t.co/Y3gzwWBltA",ptm ya casi hdkakabdlaka   bts proof   yettocome  proofoutnow proofishere yettocomeoutnow hereistheproof  ,"['ptm', 'ya', 'casi', 'hdkakabdlaka', 'bts', 'proof', 'yettocome', 'proofoutnow', 'proofishere', 'yettocomeoutnow', 'hereistheproof', '']"
6/10/2022 3:57,pkjmlvs,PTM YA AGAKTA PORUQORO,ptm ya agakta poruqoro,"['ptm', 'ya', 'agakta', 'poruqoro']"
6/10/2022 3:56,ceregguk,PTM SEOKJIN YONGI JSDFOAJFAIIJFJ NO PUEDO HODEOK JIMIN NI0OOOSF NSJFNG JIAJNFAKNKADN NO PEJ TAEHYUNG SNDFMBKSNIFAIJ… https://t.co/yrQpI1AKcP,ptm seokjin yongi jsdfoajfaiijfj no puedo hodeok jimin ni oosf nsjfng jiajnfaknkadn no pej taehyung sndfmbksnifaij  ,"['ptm', 'seokjin', 'yongi', 'jsdfoajfaiijfj', 'no', 'puedo', 'hodeok', 'jimin', 'ni', 'oosf', 'nsjfng', 'jiajnfaknkadn', 'no', 'pej', 'taehyung', 'sndfmbksnifaij', '']"
6/10/2022 3:52,Taebearj,KWKZKW PTM SPRING DAY,kwkzkw ptm spring day,"['kwkzkw', 'ptm', 'spring', 'day']"
6/10/2022 3:50,pevchylv,@gthayyazrrr semangat ptm, semangat ptm,"['', 'semangat', 'ptm']"
6/10/2022 3:46,13_jiminluv,"YA EMPEZOOOO PRM PTM PRM PTM 

#BTS_Proof   #YetToCome 
#ProofOutNow
#ProofisHere
#YetToComeOutNow
#HereIsThePROOF… https://t.co/BwkJJSVgfk",ya empezoo prm ptm prm ptm   bts proof   yettocome  proofoutnow proofishere yettocomeoutnow hereistheproof  ,"['ya', 'empezoo', 'prm', 'ptm', 'prm', 'ptm', 'bts', 'proof', 'yettocome', 'proofoutnow', 'proofishere', 'yettocomeoutnow', 'hereistheproof', '']"
6/10/2022 3:39,majoylamar,JAKAJA PTM YO https://t.co/D8nRi5YILj,jakaja ptm yo ,"['jakaja', 'ptm', 'yo', '']"
6/10/2022 3:37,jmxsmile,PTM PTM TMBAKWUEKRHWKDUWJ AAAAAAAAAAAAAAA BASTA,ptm ptm tmbakwuekrhwkduwj aa basta,"['ptm', 'ptm', 'tmbakwuekrhwkduwj', 'aa', 'basta']"
6/10/2022 3:25,gthayyazrrr,"@fauntlerora belum, ptm", belum  ptm,"['', 'belum', 'ptm']"
6/10/2022 3:17,camisthinking,@rafalkimista PTM CATFISH 😭😭😭, ptm catfish  loudly crying face  loudly crying face  loudly crying face ,"['', 'ptm', 'catfish', 'loudly', 'crying', 'face', 'loudly', 'crying', 'face', 'loudly', 'crying', 'face', '']"
6/10/2022 3:16,orphilics,"@dimsuom iniii lagii ptm, abis istirahatt", inii lagii ptm  abis istirahatt,"['', 'inii', 'lagii', 'ptm', 'abis', 'istirahatt']"
6/10/2022 3:12,MattiUl35206042,"@QasimAchakzai6 Da PTM supporters tol jahelan di... Na da pukhto na khabar di ao na da Islam na.
Da musalman pa mar… https://t.co/ol7Xc6oVAG", da ptm supporters tol jahelan di  na da pukhto na khabar di ao na da islam na  da musalman pa mar  ,"['', 'da', 'ptm', 'supporters', 'tol', 'jahelan', 'di', 'na', 'da', 'pukhto', 'na', 'khabar', 'di', 'ao', 'na', 'da', 'islam', 'na', 'da', 'musalman', 'pa', 'mar', '']"
6/10/2022 3:07,theold_nene,"bljr biasa PTM msh 50% giliran ujian wajib masuk 100% ... agak bikin syok sbnrnya.. 😬 

bersyukur smuanya bs dilewati dgn baik..",bljr biasa ptm msh     giliran ujian wajib masuk        agak bikin syok sbnrnya   grimacing face    bersyukur smuanya bs dilewati dgn baik ,"['bljr', 'biasa', 'ptm', 'msh', 'giliran', 'ujian', 'wajib', 'masuk', 'agak', 'bikin', 'syok', 'sbnrnya', 'grimacing', 'face', 'bersyukur', 'smuanya', 'bs', 'dilewati', 'dgn', 'baik', '']"
6/10/2022 2:50,linisulsel,"Dua Orang Unismuh Jadi Pemateri di Acara Safari Kampus ASLAMA PTM/PTA 

https://t.co/rufwmFbMAj https://t.co/QSrU5ATDt2",dua orang unismuh jadi pemateri di acara safari kampus aslama ptm pta    ,"['dua', 'orang', 'unismuh', 'jadi', 'pemateri', 'di', 'acara', 'safari', 'kampus', 'aslama', 'ptm', 'pta', '']"
6/10/2022 2:46,pernambucoal,"@Amanda_szm bixo, tu eh mto burra ptm KWKSKWKAKKA", bixo  tu eh mto burra ptm kwkskwkakka,"['', 'bixo', 'tu', 'eh', 'mto', 'burra', 'ptm', 'kwkskwkakka']"
6/10/2022 2:41,dendenisa,"Br bbrp bulan sekolah mulai full 100% ptm, bukan lg virus yg kmrn.. tp ada flu singapura ada lg skg infeksi mataa..… https://t.co/Mub0FxB5uL",br bbrp bulan sekolah mulai full      ptm  bukan lg virus yg kmrn  tp ada flu singapura ada lg skg infeksi mataa   ,"['br', 'bbrp', 'bulan', 'sekolah', 'mulai', 'full', 'ptm', 'bukan', 'lg', 'virus', 'yg', 'kmrn', 'tp', 'ada', 'flu', 'singapura', 'ada', 'lg', 'skg', 'infeksi', 'mataa', '']"
6/10/2022 2:36,laMiaenroae,i used to mad at corona . . sebel krena masa masa smp ku kelewat gtu aja. kelas 10 pun masuk ptm di akhir semester… https://t.co/ZBY66zuf0e,i used to mad at corona     sebel krena masa masa smp ku kelewat gtu aja  kelas    pun masuk ptm di akhir semester  ,"['i', 'used', 'to', 'mad', 'at', 'corona', 'sebel', 'krena', 'masa', 'masa', 'smp', 'ku', 'kelewat', 'gtu', 'aja', 'kelas', 'pun', 'masuk', 'ptm', 'di', 'akhir', 'semester', '']"
6/10/2022 2:28,ShahabKhan_1,"@Zerodarknerdy1 @RonnyInBlack @ImranKhanPTI Actually ab PTM baki ab hamosh hogy ha, Kyun ky ab unki jaga PTI ny ly… https://t.co/SFDaSUb7dh",  actually ab ptm baki ab hamosh hogy ha  kyun ky ab unki jaga pti ny ly  ,"['', 'actually', 'ab', 'ptm', 'baki', 'ab', 'hamosh', 'hogy', 'ha', 'kyun', 'ky', 'ab', 'unki', 'jaga', 'pti', 'ny', 'ly', '']"
6/10/2022 2:23,dimsuom,"@orphilics samaaa, kamu ga ptm kah olin??", samaa  kamu ga ptm kah olin ,"['', 'samaa', 'kamu', 'ga', 'ptm', 'kah', 'olin', '']"
6/10/2022 2:03,fnewthu_,"@schfess Saya sekali. Alasannya? Banyak faktor sih . Terutama faktor internal pada saat covid, ataupun saat ptm, de… https://t.co/lpmSJpAPzy", saya sekali  alasannya  banyak faktor sih   terutama faktor internal pada saat covid  ataupun saat ptm  de  ,"['', 'saya', 'sekali', 'alasannya', 'banyak', 'faktor', 'sih', 'terutama', 'faktor', 'internal', 'pada', 'saat', 'covid', 'ataupun', 'saat', 'ptm', 'de', '']"
6/10/2022 2:01,hourlybjun,hari ini kalian ptm apa nggak? https://t.co/jQJTXOeVkZ,hari ini kalian ptm apa nggak  ,"['hari', 'ini', 'kalian', 'ptm', 'apa', 'nggak', '']"
6/10/2022 1:49,mdajesty,"@moonareas Pas baru bgt ptm dia bilang ke gua ""yang lain pas dirumah nambah gemuk, kenapa kamu malah kurus?"" Ini aw… https://t.co/OmWwfTiadB", pas baru bgt ptm dia bilang ke gua  yang lain pas dirumah nambah gemuk  kenapa kamu malah kurus   ini aw  ,"['', 'pas', 'baru', 'bgt', 'ptm', 'dia', 'bilang', 'ke', 'gua', 'yang', 'lain', 'pas', 'dirumah', 'nambah', 'gemuk', 'kenapa', 'kamu', 'malah', 'kurus', 'ini', 'aw', '']"
6/10/2022 1:46,mporatne,Saat hari lanjut usia nasional dompet dhuafa berpartisipasi dengan adanya Pos Sehat LKC Dompet Dhuafa seperti senam… https://t.co/TplsH7WO1p,saat hari lanjut usia nasional dompet dhuafa berpartisipasi dengan adanya pos sehat lkc dompet dhuafa seperti senam  ,"['saat', 'hari', 'lanjut', 'usia', 'nasional', 'dompet', 'dhuafa', 'berpartisipasi', 'dengan', 'adanya', 'pos', 'sehat', 'lkc', 'dompet', 'dhuafa', 'seperti', 'senam', '']"
6/10/2022 1:42,neverstory25,@sunwonder_ ptm fkvmgkrlvt, ptm fkvmgkrlvt,"['', 'ptm', 'fkvmgkrlvt']"
6/10/2022 1:22,duraznosangrndo,"@oMMMMArL JSJKDDK ptm, yisus help me", jsjkddk ptm  yisus help me,"['', 'jsjkddk', 'ptm', 'yisus', 'help', 'me']"
6/10/2022 1:12,andreardzcr,@mikkkeeel ptm javsksjajajajasjk, ptm javsksjajajajasjk,"['', 'ptm', 'javsksjajajajasjk']"
6/10/2022 1:06,gnfcausa,@dnfcogen NABAJBSJAJAJWBKQBS PTM, nabajbsjajajwbkqbs ptm,"['', 'nabajbsjajajwbkqbs', 'ptm']"
6/10/2022 0:49,sorrowbullets,ptm jjgsh o https://t.co/Zt1LsTSgFL https://t.co/RqQNmDBhPQ,ptm jjgsh o  ,"['ptm', 'jjgsh', 'o', '']"
6/10/2022 0:43,Ponggolwatu,Dua Orang Unismuh Jadi Pemateri di Acara Safari Kampus ASLAMA PTM/PTA https://t.co/B2FDNJG9Cq,dua orang unismuh jadi pemateri di acara safari kampus aslama ptm pta ,"['dua', 'orang', 'unismuh', 'jadi', 'pemateri', 'di', 'acara', 'safari', 'kampus', 'aslama', 'ptm', 'pta', '']"
6/10/2022 0:42,desraa,"Piket di gate di hari terakhir tahun ajaran. Lebih banyak yg milih PTM hari ini, mana mukanya ceria2 bgt🤣🤣",piket di gate di hari terakhir tahun ajaran  lebih banyak yg milih ptm hari ini  mana mukanya ceria  bgt rolling on the floor laughing  rolling on the floor laughing ,"['piket', 'di', 'gate', 'di', 'hari', 'terakhir', 'tahun', 'ajaran', 'lebih', 'banyak', 'yg', 'milih', 'ptm', 'hari', 'ini', 'mana', 'mukanya', 'ceria', 'bgt', 'rolling', 'on', 'the', 'floor', 'laughing', 'rolling', 'on', 'the', 'floor', 'laughing', '']"
6/10/2022 0:41,korebinnie,"@caalvksj f   i  f   v t    y, katanya slowresp soalnya udah ptm😔😔😔", f  i  f  v t  y  katanya slowresp soalnya udah ptm pensive face  pensive face  pensive face ,"['', 'f', 'i', 'f', 'v', 't', 'y', 'katanya', 'slowresp', 'soalnya', 'udah', 'ptm', 'pensive', 'face', 'pensive', 'face', 'pensive', 'face', '']"
6/10/2022 0:39,kevinmathovani,"Seneng sih ptm lagi, tapi kok jadi asing gini ya? https://t.co/KRyxw8ULW4",seneng sih ptm lagi  tapi kok jadi asing gini ya  ,"['seneng', 'sih', 'ptm', 'lagi', 'tapi', 'kok', 'jadi', 'asing', 'gini', 'ya', '']"
6/10/2022 0:36,IniPastiDotCom,Dua Orang Unismuh Jadi Pemateri di Acara Safari Kampus ASLAMA PTM/PTA - https://t.co/eJ67qSAiD9 https://t.co/G2eJ0xHSL1,dua orang unismuh jadi pemateri di acara safari kampus aslama ptm pta    ,"['dua', 'orang', 'unismuh', 'jadi', 'pemateri', 'di', 'acara', 'safari', 'kampus', 'aslama', 'ptm', 'pta', '']"
6/10/2022 0:32,salumisslouis,@lt2ismine Subir** jskejek ptm #WelcomeHomeLouis, subir   jskejek ptm welcomehomelouis,"['', 'subir', 'jskejek', 'ptm', 'welcomehomelouis']"
6/10/2022 0:30,devaniflores_,@LT91HSX JAKLAJALAKKAAKA PTM #WelcomeHomeLouis, jaklajalakkaaka ptm welcomehomelouis,"['', 'jaklajalakkaaka', 'ptm', 'welcomehomelouis']"
6/10/2022 0:28,bangtanmooidz,AHHHH ES BLOOD SWEAT AND TEARS PTMPTM PTM PTM,ahh es blood sweat and tears ptmptm ptm ptm,"['ahh', 'es', 'blood', 'sweat', 'and', 'tears', 'ptmptm', 'ptm', 'ptm']"
6/10/2022 0:27,staargiirrrll,mata bengkak bgt mana mow ptm lg:(,mata bengkak bgt mana mow ptm lg  ,"['mata', 'bengkak', 'bgt', 'mana', 'mow', 'ptm', 'lg', '']"
6/10/2022 0:21,studsarea,"@inizilla Dom surabaya, kak. Sebenernya udh ptm 100% kok, cuman aku ada halangan jadi dibolehin daring:D", dom surabaya  kak  sebenernya udh ptm      kok  cuman aku ada halangan jadi dibolehin daring d,"['', 'dom', 'surabaya', 'kak', 'sebenernya', 'udh', 'ptm', 'kok', 'cuman', 'aku', 'ada', 'halangan', 'jadi', 'dibolehin', 'daring', 'd']"
6/9/2022 23:36,sofiiaamendezz,ptm q hva,ptm q hva,"['ptm', 'q', 'hva']"
6/9/2022 23:35,RaquelSosa96,Ptm YA!,ptm ya ,"['ptm', 'ya', '']"
6/9/2022 23:14,CarbajalZugey,Ptm ndndndnd https://t.co/7ONRjPGYRv,ptm ndndndnd ,"['ptm', 'ndndndnd', '']"
6/9/2022 22:54,lingkarjatimcom,"Khofifah Sebut PTM Bisa 100 Persen, Asal ? | LingkarJatim - https://t.co/9mA1cMqZW0 https://t.co/uKtXdO5k0Y",khofifah sebut ptm bisa     persen  asal     lingkarjatim    ,"['khofifah', 'sebut', 'ptm', 'bisa', 'persen', 'asal', 'lingkarjatim', '']"
6/9/2022 22:43,NaqeebPashtoo13,@HayatPreghal @khybereena Ta kala ptm kawe ... ta kho pa mashar pose chap wo rap zaghady..,  ta kala ptm kawe   ta kho pa mashar pose chap wo rap zaghady ,"['', 'ta', 'kala', 'ptm', 'kawe', 'ta', 'kho', 'pa', 'mashar', 'pose', 'chap', 'wo', 'rap', 'zaghady', '']"
6/9/2022 22:26,EliezerPrez17,"@BouchotMax TU PTM MAXY, TPM https://t.co/omjHkygZPz", tu ptm maxy  tpm ,"['', 'tu', 'ptm', 'maxy', 'tpm', '']"
6/9/2022 22:10,kleinsouza,@rasbt @giffmana @hardmaru Make it PTM,  make it ptm,"['', 'make', 'it', 'ptm']"
6/9/2022 21:50,lvsnifuji,Hikaru* ptm,hikaru  ptm,"['hikaru', 'ptm']"
6/9/2022 21:35,alonso_rr3,Ptm @yoAlvaroDiaz saca ya sayonara,ptm  saca ya sayonara,"['ptm', 'saca', 'ya', 'sayonara']"
6/9/2022 21:06,frank_shyaway,@forestdham Ptm ya me spoile, ptm ya me spoile,"['', 'ptm', 'ya', 'me', 'spoile']"
6/9/2022 21:04,arellano_286,Ptm UANL,ptm uanl,"['ptm', 'uanl']"
6/9/2022 20:44,teteggkiie,"EL JIKOOK PTM EL JIKOOKKKK

#BTS #BTSFESTA2022 #BTS9thAnniversary @BTS_twt https://t.co/AsQegW6oxY",el jikook ptm el jikookk  bts btsfesta     bts thanniversary  ,"['el', 'jikook', 'ptm', 'el', 'jikookk', 'bts', 'btsfesta', 'bts', 'thanniversary', '']"
6/9/2022 19:54,Shamppi69,@SajjadQamarPTI Afghanistan ky mujahidin ny Neto ko bhgaa diya our ye Waziristan mn fake war lrr rhy PTM k sath. Ou… https://t.co/B9qhm8Amrv, afghanistan ky mujahidin ny neto ko bhgaa diya our ye waziristan mn fake war lrr rhy ptm k sath  ou  ,"['', 'afghanistan', 'ky', 'mujahidin', 'ny', 'neto', 'ko', 'bhgaa', 'diya', 'our', 'ye', 'waziristan', 'mn', 'fake', 'war', 'lrr', 'rhy', 'ptm', 'k', 'sath', 'ou', '']"
6/9/2022 19:46,andre_atiny,Se skdvksbsusqkzvkqzijq suskduq dsuwyiq e isiwb ptm!!!!!!!!!! Mingi!! 🤣🤣 https://t.co/uMVFXezp7W,se skdvksbsusqkzvkqzijq suskduq dsuwyiq e isiwb ptm  mingi   rolling on the floor laughing  rolling on the floor laughing  ,"['se', 'skdvksbsusqkzvkqzijq', 'suskduq', 'dsuwyiq', 'e', 'isiwb', 'ptm', 'mingi', 'rolling', 'on', 'the', 'floor', 'laughing', 'rolling', 'on', 'the', 'floor', 'laughing', '']"
6/9/2022 19:43,susimonserrat_,@_jabu06_ Ptm jabu mi presion, ptm jabu mi presion,"['', 'ptm', 'jabu', 'mi', 'presion']"
6/9/2022 19:16,IkhteshamJ,@khybereena @HayatPreghal Aina durkhanai awal PTM activist weno 6 pa bio kshy dy Afghanistan( 🇦🇫3ry ranga beragh wa… https://t.co/bi9MQkDxru,  aina durkhanai awal ptm activist weno   pa bio kshy dy afghanistan   afghanistan  ry ranga beragh wa  ,"['', 'aina', 'durkhanai', 'awal', 'ptm', 'activist', 'weno', 'pa', 'bio', 'kshy', 'dy', 'afghanistan', 'afghanistan', 'ry', 'ranga', 'beragh', 'wa', '']"
6/9/2022 19:11,Fer_CortesM,PTM YAAAAAAA @CoronaCapital https://t.co/eWBMAGu5QY,ptm yaa  ,"['ptm', 'yaa', '']"
6/9/2022 19:11,wazir__,@niazbeen93 @khybereena @HayatPreghal @latifwaxirii Mama din de kima na ptm ky raghay?,  mama din de kima na ptm ky raghay ,"['', 'mama', 'din', 'de', 'kima', 'na', 'ptm', 'ky', 'raghay', '']"
6/9/2022 19:01,SofiaTS0402,Por fin ptm ahre NWNSNSJS https://t.co/pYqPksIPed,por fin ptm ahre nwnsnsjs ,"['por', 'fin', 'ptm', 'ahre', 'nwnsnsjs', '']"
6/9/2022 17:40,zyxxxnh,"vibe awal"" ptm, berasa bgt ya kak🙂 https://t.co/xf9BSafEI6",vibe awal  ptm  berasa bgt ya kak slightly smiling face  ,"['vibe', 'awal', 'ptm', 'berasa', 'bgt', 'ya', 'kak', 'slightly', 'smiling', 'face', '']"
6/9/2022 17:23,KalbarOnline,"Kadis Kesehatan Kalbar: Pencegahan, Penanganan serta Pengendalian PTM Harus Terintegrasi dengan Dukungan Lintas Sek… https://t.co/EYB223lY1O",kadis kesehatan kalbar  pencegahan  penanganan serta pengendalian ptm harus terintegrasi dengan dukungan lintas sek  ,"['kadis', 'kesehatan', 'kalbar', 'pencegahan', 'penanganan', 'serta', 'pengendalian', 'ptm', 'harus', 'terintegrasi', 'dengan', 'dukungan', 'lintas', 'sek', '']"
6/9/2022 17:21,borathgguks,"bsok bneran tkut gabisa hype cb, gue bener2 full kuliah ptm lagi.. udah mana pulang kuliah mau lanjut garap proposa… https://t.co/dxEBgMoUX7",bsok bneran tkut gabisa hype cb  gue bener  full kuliah ptm lagi  udah mana pulang kuliah mau lanjut garap proposa  ,"['bsok', 'bneran', 'tkut', 'gabisa', 'hype', 'cb', 'gue', 'bener', 'full', 'kuliah', 'ptm', 'lagi', 'udah', 'mana', 'pulang', 'kuliah', 'mau', 'lanjut', 'garap', 'proposa', '']"
6/9/2022 17:00,markeli49901488,@nctzenbase mark dari dulu emang gini nder ngomong lewat PJJ aja udah kaya ngomong PTM, mark dari dulu emang gini nder ngomong lewat pjj aja udah kaya ngomong ptm,"['', 'mark', 'dari', 'dulu', 'emang', 'gini', 'nder', 'ngomong', 'lewat', 'pjj', 'aja', 'udah', 'kaya', 'ngomong', 'ptm']"
6/9/2022 16:52,borathgguks,HAHA HIHI HAHA HIHI BSOK PTM JAM 7.30 ANJRIT.,haha hihi haha hihi bsok ptm jam      anjrit ,"['haha', 'hihi', 'haha', 'hihi', 'bsok', 'ptm', 'jam', 'anjrit', '']"
6/9/2022 16:37,SigitPu37615118,4. Rombongan Kadivim Kanwil Kemenkumham Sumsel Herdaus meninjau langsung lokasi Kantor UKK Prabumulih yang terletak… https://t.co/tvw7HpHioz,   rombongan kadivim kanwil kemenkumham sumsel herdaus meninjau langsung lokasi kantor ukk prabumulih yang terletak  ,"['', 'rombongan', 'kadivim', 'kanwil', 'kemenkumham', 'sumsel', 'herdaus', 'meninjau', 'langsung', 'lokasi', 'kantor', 'ukk', 'prabumulih', 'yang', 'terletak', '']"
6/9/2022 16:09,aliadua4u,@saadify Go to hell with your dad Satan LANNATULLAH ellehy tum PY Pmln PPP anp ptm pdm SAB K SAB ek number k GHADAR… https://t.co/08FvRPAeTl, go to hell with your dad satan lannatullah ellehy tum py pmln pp anp ptm pdm sab k sab ek number k ghadar  ,"['', 'go', 'to', 'hell', 'with', 'your', 'dad', 'satan', 'lannatullah', 'ellehy', 'tum', 'py', 'pmln', 'pp', 'anp', 'ptm', 'pdm', 'sab', 'k', 'sab', 'ek', 'number', 'k', 'ghadar', '']"
6/9/2022 16:03,carlutich,Q LINDOS PTM WBJKCFBRGBWRICWECOIGE https://t.co/onFkCkrlkq,q lindos ptm wbjkcfbrgbwricwecoige ,"['q', 'lindos', 'ptm', 'wbjkcfbrgbwricwecoige', '']"
6/9/2022 15:43,xceliboy,belum siap ptm,belum siap ptm,"['belum', 'siap', 'ptm']"
6/9/2022 15:37,enprocesoxmil,ptm chok,ptm chok,"['ptm', 'chok']"
